方式,time_s,aligned_time_s,x_aligned_m,y_aligned_m
方式1,177.0,177.0,-5.07146218702351,2.59335541747906
方式1,177.25,177.25,-3.74546686248798,2.75789557496048
方式1,177.5,177.5,-3.04413348577208,4.54451878760277
方式1,177.75,177.75,-4.10046733959646,3.08150356583415
方式1,178.0,178.0,-5.20128509541413,3.41356483704851
方式1,178.25,178.25,-2.28588881294943,3.27425318064737
方式1,178.5,178.5,-5.01746843509137,1.75167658835312
方式1,178.75,178.75,-2.62956122791464,1.75345605865126
方式1,179.0,179.0,-3.31667943984219,1.83243997998196
方式1,179.25,179.25,-3.73288281651844,2.66551152201731
方式1,179.5,179.5,-3.84519957596746,1.81338714523634
方式1,179.75,179.75,-3.5919833825172,2.7959634929611
方式1,180.0,180.0,-4.27405764883491,2.88073293151941
方式1,180.25,180.25,-3.47592121570131,2.20570852016834
方式1,180.5,180.5,-3.4524121359813,2.99328167596564
方式1,180.75,180.75,-3.1314218662283,2.2117390245422
方式1,181.0,181.0,-4.78481432240804,2.86084383319818
方式1,181.25,181.25,-3.67894670153579,0.922840869071623
方式1,181.5,181.5,-3.97757870603607,2.7516969640427
方式1,181.75,181.75,-2.24947778512808,3.19633078810547
方式1,182.0,182.0,-5.32178881614303,1.28609242211009
方式1,182.25,182.25,-3.28488295447151,2.2174730880162
方式1,182.5,182.5,-4.30318295924348,2.00705660894278
方式1,182.75,182.75,-4.69138017394606,1.61324080520877
方式1,183.0,183.0,-2.70073179934313,2.40658050017923
方式1,183.25,183.25,-2.9905624409093,1.257607060524
方式1,183.5,183.5,-3.03435060247851,2.04069266585886
方式1,183.75,183.75,-1.91563153685619,0.0576001871490506
方式1,184.0,184.0,-3.17631269888009,2.64715273046154
方式1,184.25,184.25,-4.7406937582021,3.18428086570879
方式1,184.5,184.5,-3.73492738016625,0.773975254220229
方式1,184.75,184.75,-4.55764190071053,4.14737386283318
方式1,185.0,185.0,-3.40930944263474,1.42485366535833
方式1,185.25,185.25,-3.74725568352352,2.23769834443484
方式1,185.5,185.5,-3.1914346356557,1.78034259196158
方式1,185.75,185.75,-2.98091019481483,2.38786862020487
方式1,186.0,186.0,-2.26623502617302,0.892155948415676
方式1,186.25,186.25,-4.06655310551458,2.69165081282225
方式1,186.5,186.5,-3.02724570947628,2.54584510167567
方式1,186.75,186.75,-4.50873728983584,0.634286738044248
方式1,187.0,187.0,-2.67300516681986,2.10114450061759
方式1,187.25,187.25,-2.72286761252642,1.86813869471343
方式1,187.5,187.5,-4.14940010928257,1.08974938341097
方式1,187.75,187.75,-3.49550800773763,-0.646007387090596
方式1,188.0,188.0,-1.89434035981538,1.81929066333182
方式1,188.25,188.25,-4.6640700420763,2.1972979778326
方式1,188.5,188.5,-3.17512136251634,2.4603253993786
方式1,188.75,188.75,-4.25092644686506,1.38500043706645
方式1,189.0,189.0,-4.1238671895274,1.7750832888516
方式1,189.25,189.25,-2.65866209936758,0.382907111873099
方式1,189.5,189.5,-2.91035517204858,0.825465319493197
方式1,189.75,189.75,-2.46931834982075,0.389356159142447
方式1,190.0,190.0,-2.14532151450401,2.33122631527845
方式1,190.25,190.25,-4.36494076960233,-0.0166329820475089
方式1,190.5,190.5,-3.93141673146382,3.00982117157756
方式1,190.75,190.75,-4.05403732421067,2.43266756303476
方式1,191.0,191.0,-3.0863485921245,1.58419328942464
方式1,191.25,191.25,-1.94366090642631,0.902183275783634
方式1,191.5,191.5,-3.07526527296976,0.339444482485978
方式1,191.75,191.75,-3.45165989376148,-0.490687278606755
方式1,192.0,192.0,-3.01140635207002,0.855665106416058
方式1,192.25,192.25,-4.23274027836668,-1.18658085243698
方式1,192.5,192.5,-3.7442544187896,2.72770047685571
方式1,192.75,192.75,-3.00088380106214,-0.332606040215202
方式1,193.0,193.0,-3.94666275672811,0.552845946422955
方式1,193.25,193.25,-4.03366273620546,1.34388266067286
方式1,193.5,193.5,-1.12586240176388,0.303788974227075
方式1,193.75,193.75,-2.41445366154573,1.35758129438997
方式1,194.0,194.0,-3.70814487955108,2.01729620659506
方式1,194.25,194.25,-3.67461737102949,1.52980568000145
方式1,194.5,194.5,-3.19476718948718,1.44726244188424
方式1,194.75,194.75,-3.54547740987237,0.635864317506541
方式1,195.0,195.0,-3.79539192326402,1.60948390122083
方式1,195.25,195.25,-1.40041305841652,1.33899153255758
方式1,195.5,195.5,-2.21153927625138,0.595756083939359
方式1,195.75,195.75,-2.60069035456031,0.038491751767587
方式1,196.0,196.0,-2.50147065824084,0.663385712954555
方式1,196.25,196.25,-3.48246983032844,-0.109097690724782
方式1,196.5,196.5,-3.19122395872399,-0.355847921924396
方式1,196.75,196.75,-2.4775453305344,1.64455159222924
方式1,197.0,197.0,-3.32254638631622,-0.0913576963712172
方式1,197.25,197.25,-1.65173679986113,-0.684010810481608
方式1,197.5,197.5,-3.70498359976712,-0.185266038152894
方式1,197.75,197.75,-1.92542606749704,-0.267286093488107
方式1,198.0,198.0,-2.93778876877858,-1.04056279746329
方式1,198.25,198.25,-1.36108599412573,-1.20038577371611
方式1,198.5,198.5,-1.98217561437788,1.20220872856892
方式1,198.75,198.75,-2.9899001356546,-0.207720117715219
方式1,199.0,199.0,-2.40975194972067,1.3367345901017
方式1,199.25,199.25,-2.19278085282309,-0.136515680483574
方式1,199.5,199.5,-1.55578887608534,0.0195266762757647
方式1,199.75,199.75,-2.80855397554063,-1.28948994921245
方式1,200.0,200.0,-1.6685365680672,-0.221752747205299
方式1,200.25,200.25,-2.43712897144371,1.01300038520861
方式1,200.5,200.5,-1.49474920055004,-1.47330006950904
方式1,200.75,200.75,-1.27748125419879,-0.0794644937428311
方式1,201.0,201.0,-0.441119710090318,0.979706057565468
方式1,201.25,201.25,-2.74463896218421,-0.0219923346926827
方式1,201.5,201.5,-2.47690986084228,0.55021982300988
方式1,201.75,201.75,-0.293915874835433,-2.10661273936607
方式1,202.0,202.0,-2.52124236919507,0.0351563196274599
方式1,202.25,202.25,-1.86112522210793,-0.749113829362658
方式1,202.5,202.5,-2.0032141403919,0.465745466350088
方式1,202.75,202.75,-0.862055406378835,-0.578316205956734
方式1,203.0,203.0,-1.34467129215657,-0.807721628163839
方式1,203.25,203.25,-3.804881203144,-1.03215764616201
方式1,203.5,203.5,-0.590716732097639,-1.74332533172703
方式1,203.75,203.75,-2.83861407389611,-1.94812220794429
方式1,204.0,204.0,-1.48195653800141,-0.782670104484621
方式1,204.25,204.25,-1.27658780732279,1.28632420985026
方式1,204.5,204.5,-1.10139985169657,-0.291793795196618
方式1,204.75,204.75,-0.257969851059864,-0.941198895372442
方式1,205.0,205.0,-2.88337770811795,-0.967387866991538
方式1,205.25,205.25,-0.894097003099397,-0.735062704670964
方式1,205.5,205.5,-0.780176049931554,-0.388569155661538
方式1,205.75,205.75,0.129148456562432,-2.39174888889125
方式1,206.0,206.0,-1.71711685238637,-0.97116062847754
方式1,206.25,206.25,-1.95167907325677,0.40433836969432
方式1,206.5,206.5,-1.72703081432492,-0.902979417830157
方式1,206.75,206.75,-1.4365370337572,-1.9965228231339
方式1,207.0,207.0,-0.207125180940815,-0.756665484565593
方式1,207.25,207.25,-1.15707533880369,0.46973625056786
方式1,207.5,207.5,-1.43716284977096,-2.03428273723388
方式1,207.75,207.75,-1.01815724278094,-0.779155389605521
方式1,208.0,208.0,-1.54774199240975,-0.706663615465515
方式1,208.25,208.25,-0.948017743041294,-0.583759661911031
方式1,208.5,208.5,-0.073982929068196,0.059037987593233
方式1,208.75,208.75,-1.41844055309711,-2.15069765946719
方式1,209.0,209.0,-1.56141036659952,-2.23458332130948
方式1,209.25,209.25,-0.135153111423635,-1.0529566956911
方式1,209.5,209.5,-0.957368026184986,-1.43157843868366
方式1,209.75,209.75,-0.351235742828836,-1.1081170626643
方式1,210.0,210.0,0.630027605700892,-0.778214173952967
方式1,210.25,210.25,-0.2955580302526,-1.54156012377601
方式1,210.5,210.5,-1.78618015471888,0.199000751882768
方式1,210.75,210.75,-2.10790105981229,-0.848713709868873
方式1,211.0,211.0,-1.27767428693542,-0.0785426421861868
方式1,211.25,211.25,-0.162077619660648,-1.16706904455835
方式1,211.5,211.5,-1.00590020234798,-2.95650353382263
方式1,211.75,211.75,-1.09960126428188,-1.48713349214872
方式1,212.0,212.0,-0.20782867418489,-1.45308639183507
方式1,212.25,212.25,-0.0329606048413012,0.00875304211950234
方式1,212.5,212.5,1.44869367467737,-1.35237934022075
方式1,212.75,212.75,0.0677140063469293,-3.1321137800338
方式1,213.0,213.0,-0.266366148646667,-1.14159891462897
方式1,213.25,213.25,-0.0672046537855239,-2.04440070476254
方式1,213.5,213.5,-1.84422388526582,-2.18886781605796
方式1,213.75,213.75,-0.0642673097153886,-1.51487795919461
方式1,214.0,214.0,-0.445430846913146,-1.45258959930807
方式1,214.25,214.25,0.169603838005641,-1.45344584010492
方式1,214.5,214.5,0.973248421700683,-1.5274152871229
方式1,214.75,214.75,0.569767744117608,-2.95530218712179
方式1,215.0,215.0,-1.28986251236274,-1.87302058129808
方式1,215.25,215.25,-0.704256104371965,-2.52610861365018
方式1,215.5,215.5,-1.93061367794995,-0.987233633952667
方式1,215.75,215.75,0.084890218079251,-1.32459720475041
方式1,216.0,216.0,-0.712510531791735,-1.94996686032542
方式1,216.25,216.25,0.152219289222276,-1.49877187047247
方式1,216.5,216.5,-0.135787099640272,-1.75248606003518
方式1,216.75,216.75,0.111305380124904,-2.68014896083275
方式1,217.0,217.0,1.61184308880084,-2.03528311940469
方式1,217.25,217.25,2.1448681447382,-2.07755524126263
方式1,217.5,217.5,2.43635505624164,-1.93825976782137
方式1,217.75,217.75,2.72976930590691,-2.28646781307353
方式1,218.0,218.0,0.130583731978207,-1.76859495086705
方式1,218.25,218.25,0.789387593737885,-1.09910810913298
方式1,218.5,218.5,3.01176829615562,-1.67033777381825
方式1,218.75,218.75,1.47697797430374,-2.44061428850843
方式1,219.0,219.0,-0.460198010624166,-1.26572958162844
方式1,219.25,219.25,1.25279598654473,-2.59728304320921
方式1,219.5,219.5,0.628450492297633,-2.9492561118766
方式1,219.75,219.75,2.81486855114867,-3.63341205826403
方式1,220.0,220.0,2.72046544339397,-2.57103186354485
方式1,220.25,220.25,1.89784016754768,-1.81250703503228
方式1,220.5,220.5,0.440076815312783,-1.96956496780416
方式1,220.75,220.75,2.47287374814553,-3.58769428925129
方式1,221.0,221.0,2.2254627310844,-1.49877103237684
方式1,221.25,221.25,1.17319889857535,-1.02585307566687
方式1,221.5,221.5,1.19098851917006,-2.08413268726144
方式1,221.75,221.75,2.53843965664555,-3.26031345614868
方式1,222.0,222.0,0.80272931585232,-3.104007332282
方式1,222.25,222.25,0.586954042947624,-2.84976496446601
方式1,222.5,222.5,0.955454939922757,-1.18553426621205
方式1,222.75,222.75,1.80300174328099,-0.697392822245015
方式1,223.0,223.0,2.52404916516357,-2.79291227776814
方式1,223.25,223.25,0.462906162967375,-1.51827112089482
方式1,223.5,223.5,2.21680823189674,-3.48737094248167
方式1,223.75,223.75,1.22439139180163,-1.93335394731059
方式1,224.0,224.0,2.81216650630733,-2.69330129379579
方式1,224.25,224.25,2.56891356322995,-3.61431516962164
方式1,224.5,224.5,2.63097566552772,-3.51908411602939
方式1,224.75,224.75,3.29191201765653,-2.25545988845766
方式1,225.0,225.0,2.60275229224639,-2.08822916729821
方式1,225.25,225.25,1.74952417584742,-2.30391155023838
方式1,225.5,225.5,3.19376446742984,-3.37443135784111
方式1,225.75,225.75,3.97623857015432,-2.05914732479048
方式1,226.0,226.0,2.36299238112168,-3.75746182165351
方式1,226.25,226.25,1.50975732845426,-3.05269424497655
方式1,226.5,226.5,2.51557412647657,-2.01768587248114
方式1,226.75,226.75,5.09900777600635,-3.41003606206469
方式1,227.0,227.0,2.77709849944751,-1.42205756896425
方式1,227.25,227.25,2.24216222592163,-2.66052051307027
方式1,227.5,227.5,2.59220714116857,-2.79994646477177
方式1,227.75,227.75,2.56866353566403,-3.58566046502441
方式1,228.0,228.0,2.45945113065516,-1.44930873391814
方式1,228.25,228.25,3.64285025289,-3.16263949917651
方式1,228.5,228.5,4.05614697794538,-3.58210746121609
方式1,228.75,228.75,2.41212949340944,-3.24828447154631
方式1,229.0,229.0,2.6098335441635,-2.32967400424324
方式1,229.25,229.25,4.79553661652173,-1.73709105723551
方式1,229.5,229.5,4.36674535748876,-4.92144778360399
方式1,229.75,229.75,3.55408615182201,-3.02352163857872
方式1,230.0,230.0,3.05482334923684,-2.16174814204137
方式1,230.25,230.25,3.69188447248333,-2.82216672418096
方式1,230.5,230.5,4.13143940382812,-2.37529167878419
方式1,230.75,230.75,4.47061631071859,-3.19308437349215
方式1,231.0,231.0,2.9523660253853,-4.65645381550604
方式1,231.25,231.25,5.32503260709311,-4.00389741763911
方式1,231.5,231.5,3.6252132295541,-3.57406837135332
方式1,231.75,231.75,5.47874813711024,-3.55854099758941
方式1,232.0,232.0,4.7275254157706,-3.21128625589793
方式1,232.25,232.25,4.33892721430346,-5.14449242909373
方式1,232.5,232.5,4.08741236626623,-3.23338046805048
方式1,232.75,232.75,3.95613038879904,-4.52117993998762
方式1,233.0,233.0,2.91487663219651,-1.38378872262568
方式1,233.25,233.25,3.58336210022264,-2.47883300804533
方式1,233.5,233.5,5.36798832433168,-3.12140438637157
方式1,233.75,233.75,5.72567145715953,-1.6910562258947
方式1,234.0,234.0,4.73414335622214,-3.40631202802687
方式1,234.25,234.25,4.36587671144945,-2.59522046799229
方式1,234.5,234.5,5.31677283561798,-3.42681070112626
方式1,234.75,234.75,5.72992918160819,-3.94134309457342
方式1,235.0,235.0,3.88153532813836,-2.91470302517152
方式1,235.25,235.25,5.81434511908071,-5.0265408968918
方式1,235.5,235.5,5.27366429272024,-1.96064472451385
方式1,235.75,235.75,5.25809547363063,-2.62983948868557
方式1,236.0,236.0,5.34423308157549,-3.38590033764233
方式1,236.25,236.25,5.12160800599496,-3.17604824534654
方式1,236.5,236.5,5.24798514388878,-2.96092653213503
方式1,236.75,236.75,6.18384653611045,-1.95410646292591
方式1,237.0,237.0,5.82206530663495,-3.17801060503085
方式1,237.25,237.25,6.63341052049748,-4.73182344468442
方式1,237.5,237.5,5.79155254391783,-2.48992118626494
方式1,237.75,237.75,4.58300206882568,-3.55179200272566
方式1,238.0,238.0,6.32736218111698,-2.50781654945648
方式1,238.25,238.25,5.42892147131842,-3.10922271454539
方式1,238.5,238.5,4.94628465395608,-3.6550291266241
方式1,238.75,238.75,5.70232756424614,-2.00875943834064
方式1,239.0,239.0,7.00459783760492,-4.29272476507117
方式1,239.25,239.25,5.02935062783528,-3.75073275620427
方式1,239.5,239.5,6.71853352349512,-3.86856873318964
方式1,239.75,239.75,5.93560987451283,-2.47632233399559
方式1,240.0,240.0,6.04685320150236,-2.61099407586911
方式1,240.25,240.25,5.74241436136876,-2.69552598158584
方式1,240.5,240.5,6.13956165638513,-3.95718910512298
方式1,240.75,240.75,7.44701243421725,-3.83962149480264
方式1,241.0,241.0,6.28053509732482,-3.3474240227484
方式1,241.25,241.25,6.57446826187867,-3.28768251734163
方式1,241.5,241.5,5.69711153372688,-3.42202558978863
方式1,241.75,241.75,5.94607270548359,-2.51021799917416
方式1,242.0,242.0,6.69744349785388,-3.77616611227168
方式1,242.25,242.25,7.36361222519952,-4.96366986241596
方式1,242.5,242.5,7.04485261069554,-4.26758747038712
方式1,242.75,242.75,6.50053842591273,-2.49749525811969
方式1,243.0,243.0,6.96325498529468,-2.1983383272937
方式1,243.25,243.25,7.93319465204018,-2.77872992013553
方式1,243.5,243.5,7.1031509357868,-2.73422006468357
方式1,243.75,243.75,8.59461936258416,-4.46352533963469
方式1,244.0,244.0,6.65648463606771,-2.62380488475637
方式1,244.25,244.25,6.27086992556675,-3.20142346748429
方式1,244.5,244.5,7.78731658681214,-4.18197146632286
方式1,244.75,244.75,7.27999750681913,-2.53854661545799
方式1,245.0,245.0,7.60912261945006,-3.04319938372804
方式1,245.25,245.25,7.83443348427713,-3.272330635752
方式1,245.5,245.5,9.15329480197278,-3.44710514786522
方式1,245.75,245.75,6.99922646065362,-2.4482317174477
方式1,246.0,246.0,8.17258682619297,-4.1255581626536
方式1,246.25,246.25,8.88602777744966,-2.73579266390188
方式1,246.5,246.5,7.45048911031385,-3.76065367513353
方式1,246.75,246.75,8.12505628020041,-2.36625473063954
方式1,247.0,247.0,9.22674908933908,-6.15892708888654
方式1,247.25,247.25,7.46626344510049,-3.62651133638947
方式1,247.5,247.5,8.67709685226838,-3.96001284600616
方式1,247.75,247.75,8.05273372720142,-2.15722753904877
方式1,248.0,248.0,8.74751920698877,-4.07298644038763
方式1,248.25,248.25,9.16894352557169,-2.66290164425487
方式1,248.5,248.5,10.3277911936666,-2.86295828429667
方式1,248.75,248.75,7.40498134239253,-2.94229920266117
方式1,249.0,249.0,8.97048078141854,-3.88232357116079
方式1,249.25,249.25,8.64671338891971,-2.91755952751353
方式1,249.5,249.5,8.67275055162163,-3.7875079637419
方式1,249.75,249.75,8.65079141749151,-4.52471027335374
方式1,250.0,250.0,7.96205320467686,-1.93008064492619
方式1,250.25,250.25,9.12171445130561,-3.68067936501276
方式1,250.5,250.5,9.61954789149068,-3.22330957861336
方式1,250.75,250.75,9.10705765750142,-2.84040219362476
方式1,251.0,251.0,11.4734302630453,-3.03919153745582
方式1,251.25,251.25,8.02249599040111,-3.68311083815133
方式1,251.5,251.5,9.52614053756034,-3.41616120512146
方式1,251.75,251.75,10.7379765481448,-4.58159202891015
方式1,252.0,252.0,8.53363029718404,-3.47329562822579
方式1,252.25,252.25,8.34785381066248,-3.51823746203571
方式1,252.5,252.5,9.84239153977848,-3.30725803035735
方式1,252.75,252.75,9.26310388459656,-3.0345504722137
方式1,253.0,253.0,9.21260284496417,-3.84642526741824
方式1,253.25,253.25,8.83485191156388,-1.84757065980097
方式1,253.5,253.5,10.4251992095432,-3.88875478945413
方式1,253.75,253.75,8.86967364644437,-4.25407658902774
方式1,254.0,254.0,9.98586758369048,-2.44287725881711
方式1,254.25,254.25,8.99225619702459,-5.43338686343674
方式1,254.5,254.5,10.1692251746088,-2.66770587154548
方式1,254.75,254.75,9.5576426084349,-1.97663128628731
方式1,255.0,255.0,11.4409384888227,-4.27317926590221
方式1,255.25,255.25,10.3672878839281,-4.37958440490966
方式1,255.5,255.5,11.3078539802226,-4.45674200788003
方式1,255.75,255.75,9.89206585569372,-3.64591979403627
方式1,256.0,256.0,11.3150878067592,-5.661225532049
方式1,256.25,256.25,12.2094546557785,-2.74066736814027
方式1,256.5,256.5,9.16093015283142,-2.36465211379398
方式1,256.75,256.75,10.6048185412992,-2.85462029548294
方式1,257.0,257.0,10.9950982516968,-4.30697003459244
方式1,257.25,257.25,10.1173779363416,-2.93023408093803
方式1,257.5,257.5,12.8391220246062,-5.10467970317953
方式1,257.75,257.75,11.0243484225511,-2.7016612923899
方式1,258.0,258.0,12.7695793791011,-3.85724426104976
方式1,258.25,258.25,10.4607371058693,-3.24835669256074
方式1,258.5,258.5,11.1620690524951,-4.22377170062139
方式1,258.75,258.75,10.9809382137129,-4.72207668651892
方式1,259.0,259.0,9.4922551545565,-3.26627468241209
方式1,259.25,259.25,10.8959093535775,-3.1894253598118
方式1,259.5,259.5,11.2850072263774,-3.36824345365302
方式1,259.75,259.75,11.7740324326113,-2.00898764114344
方式1,260.0,260.0,10.4692268536501,-3.79896522881158
方式1,260.25,260.25,11.9161274475117,-2.05017438326436
方式1,260.5,260.5,12.4559780108325,-2.8648428247419
方式1,260.75,260.75,12.2459730337197,-4.09686717004146
方式1,261.0,261.0,12.043723563705,-4.0008263741259
方式1,261.25,261.25,12.4303400115853,-4.73909349539175
方式1,261.5,261.5,12.666351036855,-2.00166622745944
方式1,261.75,261.75,11.8789632768771,-2.70972500824601
方式1,262.0,262.0,12.4621687609404,-3.95292790316844
方式1,262.25,262.25,13.3481022358977,-3.4450025543173
方式1,262.5,262.5,11.2967842568579,-3.40727802210962
方式1,262.75,262.75,13.3106924092612,-4.02239132608788
方式1,263.0,263.0,12.8995707503747,-3.62943741703953
方式1,263.25,263.25,14.2541258663901,-2.96593413593229
方式1,263.5,263.5,13.1286289288284,-4.03087712886414
方式1,263.75,263.75,13.0903270654472,-2.70276029607823
方式1,264.0,264.0,12.3345281485678,-2.39324578597399
方式1,264.25,264.25,14.4190832392419,-1.28125210163769
方式1,264.5,264.5,12.4461601877966,-3.17975345626377
方式1,264.75,264.75,12.5234525606788,-3.51464494483606
方式1,265.0,265.0,12.8495813133275,-2.04951472148315
方式1,265.25,265.25,13.2020633143285,-4.04299998423145
方式1,265.5,265.5,12.311229143125,-3.35762439851913
方式1,265.75,265.75,13.4188465351236,-4.56067504013404
方式1,266.0,266.0,13.0480950420019,-4.92801710695137
方式1,266.25,266.25,14.9092388021994,-3.47983755848446
方式1,266.5,266.5,13.1802728143535,-3.28237214103148
方式1,266.75,266.75,13.2771271853457,-2.44023524103494
方式1,267.0,267.0,14.5790256636107,-3.16681739888141
方式1,267.25,267.25,13.3776436359251,-1.88693107729487
方式1,267.5,267.5,14.4415117873328,-2.06466443947886
方式1,267.75,267.75,13.8386739414776,-1.60337675922452
方式1,268.0,268.0,12.7735767416442,-4.18704620171364
方式1,268.25,268.25,13.5356950950425,-1.63627752280379
方式1,268.5,268.5,13.9905569862761,-4.04690109370339
方式1,268.75,268.75,14.4432473302541,-4.03051747686818
方式1,269.0,269.0,15.7165134321855,-1.64489290064876
方式1,269.25,269.25,14.4436908286665,-3.29885899154312
方式1,269.5,269.5,15.0983005811168,-4.63294516734596
方式1,269.75,269.75,13.6389063362729,-1.73402118299176
方式1,270.0,270.0,13.5525481378612,-4.27612480389333
方式1,270.25,270.25,14.0039226589728,-1.74229290500157
方式1,270.5,270.5,14.6140156114864,-1.72350375970806
方式1,270.75,270.75,14.8516263697469,-3.34758465878108
方式1,271.0,271.0,13.6847391988393,-2.82257227313981
方式1,271.25,271.25,14.279595399036,-3.16910890240503
方式1,271.5,271.5,16.6240459599853,-4.14536568527167
方式1,271.75,271.75,15.2950695017281,-2.17682270598617
方式1,272.0,272.0,15.669184096865,-4.22799275680097
方式1,272.25,272.25,13.8471526184492,-2.40652060411065
方式1,272.5,272.5,14.9702493407344,-2.61348068936219
方式1,272.75,272.75,13.7895627107488,-3.24415725284573
方式1,273.0,273.0,15.0896085058702,-2.81943878262303
方式1,273.25,273.25,15.3771616969262,-2.2190179732918
方式1,273.5,273.5,16.4814501093937,-3.29896747895602
方式1,273.75,273.75,15.09071932893,-2.98380161011162
方式1,274.0,274.0,16.1219447185542,-2.89479305707086
方式1,274.25,274.25,14.7275408879973,-4.1907630520826
方式1,274.5,274.5,14.2805423312396,-2.72026336566261
方式1,274.75,274.75,16.7152708182038,-2.94254251946341
方式1,275.0,275.0,16.1122968275863,-3.5756203928289
方式1,275.25,275.25,16.5212887749148,-4.08298270676024
方式1,275.5,275.5,16.0277319716969,-3.20498970157735
方式1,275.75,275.75,14.5910747901574,-2.36871104664417
方式1,276.0,276.0,16.4438756856047,-2.6380753360919
方式1,276.25,276.25,15.9680046305587,-3.6703065011215
方式1,276.5,276.5,16.2167103796147,-2.22759314201751
方式1,276.75,276.75,16.1674677731343,-2.80612447216409
方式1,277.0,277.0,15.1657333445986,-1.73523984343264
方式1,277.25,277.25,16.8694340043636,-3.39177374411117
方式1,277.5,277.5,15.703375057875,-2.96769408834913
方式1,277.75,277.75,16.2111748393658,-1.9743767800274
方式1,278.0,278.0,15.4056662774267,-1.2633512581529
方式1,278.25,278.25,15.7867045562072,-2.7385788304645
方式1,278.5,278.5,14.3302102628858,-3.17282759435529
方式1,278.75,278.75,16.9113867823702,-1.80449756038015
方式1,279.0,279.0,16.3524319882048,-3.63380805495095
方式1,279.25,279.25,17.0205721187927,-3.06688525341286
方式1,279.5,279.5,15.7968340649029,-0.714242869735476
方式1,279.75,279.75,16.3386251157422,-3.56614546108139
方式1,280.0,280.0,16.0515126799662,-1.69657570165719
方式1,280.25,280.25,16.3722143743794,-3.8499180245528
方式1,280.5,280.5,16.9152726027839,-1.86674333901653
方式1,280.75,280.75,17.1332216030977,-2.3217908735971
方式1,281.0,281.0,17.2287624969239,-3.11085571773552
方式1,281.25,281.25,18.3862203698443,-2.80661654198361
