method,nominal_hz,time_rel_s,time_s,x_m,y_m
method1,4.0,6.4,227.4,0.7838592514932231,4.518749675859296
method1,4.0,6.5,227.5,0.778927534988926,4.51776602021234
method1,4.0,6.6,227.6,0.7740000684320212,4.516757546154456
method1,4.0,6.7,227.7,0.7690726018751164,4.515749072096572
method1,4.0,6.8,227.8,0.7641473227462426,4.514728197789356
method1,4.0,6.9,227.9,0.7592242310453998,4.513694923232808
method1,4.0,7.0,228.0,0.754301139344557,4.51266164867626
method1,4.0,7.1,228.1,0.7493825473355482,4.5116035921620155
method1,4.0,7.2,228.2,0.7444639553265394,4.510545535647772
method1,4.0,7.3,228.3,0.7395476755433046,4.50947509773939
method1,4.0,7.4,228.4,0.7346337079858437,4.50839227843687
method1,4.0,7.5,228.5,0.729719740428383,4.50730945913435
method1,4.0,7.6,228.6,0.7248105220029586,4.50620189684109
method1,4.0,7.7,228.7,0.7199013035775342,4.50509433454783
method1,4.0,7.8,228.8,0.7149945220171796,4.503974410971884
method1,4.0,7.9,228.9,0.7100901773218948,4.502842126113252
method1,4.0,8.0,229.0,0.70518583262661,4.50170984125462
method1,4.0,8.1,229.1,0.7002864861740185,4.500552854883476
method1,4.0,8.2,229.2,0.6953871397214269,4.499395868512332
method1,4.0,8.3,229.3,0.690490354602105,4.498226542224936
method1,4.0,8.4,229.4,0.685596130816053,4.497044876021287
method1,4.0,8.5,229.5,0.680701907030001,4.49586320981764
method1,4.0,8.6,229.6,0.6758129302424654,4.49465688608828
method1,4.0,8.7,229.7,0.6709239534549298,4.49345056235892
method1,4.0,8.8,229.8,0.6660376622851285,4.492231921333306
method1,4.0,8.9,229.9,0.6611540567330618,4.491000963011437
method1,4.0,9.0,230.0,0.656270451180995,4.48977000468957
method1,4.0,9.1,230.1,0.651392341003167,4.488514435334421
method1,4.0,9.2,230.2,0.6465142308253391,4.487258865979274
method1,4.0,9.3,230.3,0.6416389303533474,4.485991003199902
method1,4.0,9.4,230.4,0.6367664395871921,4.484710846996306
method1,4.0,9.5,230.5,0.631893948821037,4.48343069079271
method1,4.0,9.6,230.6,0.6270272013994994,4.482125972550675
method1,4.0,9.7,230.7,0.6221604539779618,4.480821254308638
method1,4.0,9.8,230.8,0.6172966401413842,4.479504267764766
method1,4.0,9.9,230.9,0.6124357598897666,4.478175012919058
method1,4.0,10.0,231.0,0.607574879638149,4.47684575807335
method1,4.0,10.1,231.1,0.602719990270965,4.4754919926830175
method1,4.0,10.2,231.2,0.597865100903781,4.474138227292686
method1,4.0,10.3,231.3,0.5930132687791011,4.472772219971472
method1,4.0,10.4,231.4,0.5881644938969256,4.471393970719376
method1,4.0,10.5,231.5,0.58331571901475,4.47001572146728
method1,4.0,10.6,231.6,0.5784731821010737,4.46861301565962
method1,4.0,10.7,231.7,0.5736306451873973,4.46721030985196
method1,4.0,10.8,231.8,0.5687912889396026,4.465795389731022
method1,4.0,10.9,231.9,0.5639551133576898,4.464368255296806
method1,4.0,11.0,232.0,0.559118937775777,4.46294112086259
method1,4.0,11.1,232.1,0.5542892467655215,4.461489586353138
method1,4.0,11.2,232.2,0.5494595557552658,4.460038051843686
method1,4.0,11.3,232.3,0.544633168587532,4.458574331883162
method1,4.0,11.4,232.4,0.53981008526232,4.457098426471566
method1,4.0,11.5,232.5,0.534987001937108,4.45562252105997
method1,4.0,11.6,232.6,0.53017064928068,4.454122274540534
method1,4.0,11.7,232.7,0.525354296624252,4.452622028021098
method1,4.0,11.8,232.8,0.520541370727696,4.45110962615522
method1,4.0,11.9,232.9,0.515731871591012,4.4495850689429
method1,4.0,12.0,233.0,0.510922372454328,4.44806051173058
method1,4.0,12.1,233.1,0.506119849552436,4.4465116748604
method1,4.0,12.2,233.2,0.5013173266505441,4.44496283799022
method1,4.0,12.3,233.3,0.4965183531540502,4.44340187711835
method1,4.0,12.4,233.4,0.49172292906295456,4.44182879224479
method1,4.0,12.5,233.5,0.486927504971859,4.44025570737123
method1,4.0,12.6,233.6,0.4821393021253954,4.438658406767642
method1,4.0,12.7,233.7,0.4773510992789318,4.437061106164054
method1,4.0,12.8,233.8,0.47256656819905457,4.435451714141232
method1,4.0,12.9,233.9,0.46778570888576376,4.433830230699177
method1,4.0,13.0,234.0,0.463004849572473,4.43220874725712
method1,4.0,13.1,234.1,0.4582314559324802,4.43056311448574
method1,4.0,13.2,234.2,0.4534580622924874,4.42891748171436
method1,4.0,13.3,234.3,0.4486884624834382,4.427259791341342
method1,4.0,13.4,234.4,0.4439226565053326,4.425590043366686
method1,4.0,13.5,234.5,0.439156850527227,4.42392029539203
method1,4.0,13.6,234.6,0.43439875404494865,4.422226466956402
method1,4.0,13.7,234.7,0.4296406575626702,4.420532638520774
method1,4.0,13.8,234.8,0.4248864766663924,4.418826787533572
method1,4.0,13.9,234.9,0.4201362113561152,4.417108913994796
method1,4.0,14.0,235.0,0.415385946045838,4.41539104045602
method1,4.0,14.1,235.1,0.4106436334228628,4.413649157786768
method1,4.0,14.2,235.2,0.40590132079988767,4.411907275117517
method1,4.0,14.3,235.3,0.401163045196223,4.410153406176416
method1,4.0,14.4,235.4,0.39642880661186897,4.408387550963468
method1,4.0,14.5,235.5,0.391694568027515,4.40662169575052
method1,4.0,14.6,235.6,0.38696852466601783,4.4048319051940155
method1,4.0,14.7,235.7,0.38224248130452065,4.403042114637512
method1,4.0,14.8,235.8,0.3775205960614766,4.40124037531561
method1,4.0,14.9,235.9,0.3728028689368858,4.39942668722831
method1,4.0,15.0,236.0,0.368085141812295,4.39761299914101
method1,4.0,15.1,236.1,0.3633758517653786,4.39577545194751
method1,4.0,15.2,236.2,0.35866656171846223,4.39393790475401
method1,4.0,15.3,236.3,0.3539615505425798,4.392088447525234
method1,4.0,15.4,236.4,0.34926081823773136,4.390227080261182
method1,4.0,15.5,236.5,0.344560085932883,4.38836571299713
method1,4.0,15.6,236.6,0.339868031855029,4.3864805653084264
method1,4.0,15.7,236.7,0.33517597777717506,4.384595417619722
method1,4.0,15.8,236.8,0.33048832296400654,4.382698399846352
method1,4.0,15.9,236.9,0.3258050674155238,4.380789511988316
method1,4.0,16.0,237.0,0.321121811867041,4.37888062413028
method1,4.0,16.1,237.1,0.31644747496467174,4.37694803696684
method1,4.0,16.2,237.2,0.31177313806230267,4.3750154498034
method1,4.0,16.3,237.3,0.30710332044700456,4.373071033723092
method1,4.0,16.4,237.4,0.30243802211877785,4.371114788725916
method1,4.0,16.5,237.5,0.297772723790551,4.36915854372874
method1,4.0,16.6,237.6,0.29311658377270733,4.367178682976368
method1,4.0,16.7,237.7,0.28846044375486385,4.365198822223996
method1,4.0,16.8,237.8,0.2838089426629032,4.3632071749363
method1,4.0,16.9,237.9,0.27916208049682567,4.361203741113281
method1,4.0,17.0,238.0,0.274515218330748,4.35920030729026
method1,4.0,17.1,238.1,0.2698777533598931,4.35717334368624
method1,4.0,17.2,238.2,0.2652402883890384,4.35514638008222
method1,4.0,17.3,238.3,0.26060758158702874,4.353107673534618
method1,4.0,17.4,238.4,0.25597963295386444,4.351057224043434
method1,4.0,17.5,238.5,0.2513516843207,4.34900677455225
method1,4.0,17.6,238.6,0.24673337096364634,4.34693288367099
method1,4.0,17.7,238.7,0.24211505760659283,4.34485899278973
method1,4.0,17.8,238.8,0.23750162125325397,4.342773403763142
method1,4.0,17.9,238.9,0.23289306190363007,4.340676116591226
method1,4.0,18.0,239.0,0.228284502554006,4.33857882941931
method1,4.0,18.1,239.1,0.22368581573297835,4.33645819165751
method1,4.0,18.2,239.2,0.21908712891195084,4.33433755389571
method1,4.0,18.3,239.3,0.21449343750920596,4.332205263989544
method1,4.0,18.4,239.4,0.20990474152474406,4.330061321939012
method1,4.0,18.5,239.5,0.205316045540282,4.32791737988848
method1,4.0,18.6,239.6,0.20073745848411434,4.325750180449776
method1,4.0,18.7,239.7,0.19615887142794683,4.3235829810110715
method1,4.0,18.8,239.8,0.19158539777215397,4.321404176627747
method1,4.0,18.9,239.9,0.18701703751673607,4.319213767299804
method1,4.0,19.0,240.0,0.182448677261318,4.31702335797186
method1,4.0,19.1,240.1,0.17789066145679674,4.314809786851
method1,4.0,19.2,240.2,0.17333264565227563,4.3125962157301405
method1,4.0,19.3,240.3,0.16877986078560858,4.31037108805914
method1,4.0,19.4,240.4,0.16423230685679588,4.308134403838
method1,4.0,19.5,240.5,0.159684752927983,4.30589771961686
method1,4.0,19.6,240.6,0.15514777807133373,4.303637971583372
method1,4.0,19.7,240.7,0.15061080321468465,4.301378223549884
method1,4.0,19.8,240.8,0.14607917637665657,4.299106968551294
method1,4.0,19.9,240.9,0.14155289755724987,4.296824206587602
method1,4.0,20.0,241.0,0.137026618737843,4.29454144462391
method1,4.0,20.1,241.1,0.13251115268637134,4.292235719205294
method1,4.0,20.2,241.2,0.12799568663489985,4.289929993786678
method1,4.0,20.3,241.3,0.12348568521404438,4.287612812174256
method1,4.0,20.4,241.4,0.11898114842380526,4.285284174368027
method1,4.0,20.5,241.5,0.114476611633566,4.2829555365618
method1,4.0,20.6,241.6,0.10998312035745833,4.280604038026204
method1,4.0,20.7,241.7,0.10548962908135083,4.278252539490608
method1,4.0,20.8,241.8,0.1010017185670607,4.2758896367143455
method1,4.0,20.9,241.9,0.09651938881458823,4.2735153296974175
method1,4.0,21.0,242.0,0.0920370590621156,4.27114102268049
method1,4.0,21.1,242.1,0.08756600659639634,4.268743960018925
method1,4.0,21.2,242.2,0.08309495413067723,4.266346897357361
method1,4.0,21.3,242.3,0.07862959806520628,4.263938483585572
method1,4.0,21.4,242.4,0.07416993839998381,4.261518718703556
method1,4.0,21.5,242.5,0.0697102787347612,4.25909895382154
method1,4.0,21.6,242.6,0.0652621271314237,4.256656540729596
method1,4.0,21.7,242.7,0.06081397552808635,4.254214127637652
method1,4.0,21.8,242.8,0.05637163545872005,4.251760417738564
method1,4.0,21.9,242.9,0.051935106923325106,4.249295411032332
method1,4.0,22.0,243.0,0.04749857838793,4.2468304043261
method1,4.0,22.1,243.1,0.0430737876682345,4.244342859185168
method1,4.0,22.2,243.2,0.038648996948539155,4.241855314044236
method1,4.0,22.3,243.3,0.03423013237993919,4.2393565275671
method1,4.0,22.4,243.4,0.029817193962434922,4.23684649975376
method1,4.0,22.5,243.5,0.0254042555449305,4.23433647194042
method1,4.0,22.6,243.6,0.02100328365188296,4.231804017798452
method1,4.0,22.7,243.7,0.016602311758835572,4.229271563656484
method1,4.0,22.8,243.8,0.012207380105561511,4.226727924812207
method1,4.0,22.9,243.9,0.007818488692061087,4.2241731012656185
method1,4.0,23.0,244.0,0.00342959727856051,4.22161827771903
method1,4.0,23.1,244.1,-0.0009470999704289202,4.219041142270802
method1,4.0,23.2,244.2,-0.0053237972194181945,4.216464006822574
method1,4.0,23.3,244.3,-0.0096943406802023,4.213875744463856
method1,4.0,23.4,244.4,-0.014058730352780923,4.211276355194648
method1,4.0,23.5,244.5,-0.0184231200253597,4.20867696592544
method1,4.0,23.6,244.6,-0.022775088985629802,4.206055381492328
method1,4.0,23.7,244.7,-0.02712705794589975,4.2034337970592155
method1,4.0,23.8,244.8,-0.03147276012153173,4.200801144660224
method1,4.0,23.9,244.9,-0.03581219551252544,4.198157424295352
method1,4.0,24.0,245.0,-0.0401516309035193,4.19551370393048
method1,4.0,24.1,245.1,-0.044478420150120684,4.192847907439776
method1,4.0,24.2,245.2,-0.04880520939672191,4.190182110949072
method1,4.0,24.3,245.3,-0.053125619425954375,4.187505306584624
method1,4.0,24.4,245.4,-0.05743965023781776,4.184817494346432
method1,4.0,24.5,245.5,-0.0617536810496813,4.18212968210824
method1,4.0,24.6,245.6,-0.06605484142414109,4.179419915071984
method1,4.0,24.7,245.7,-0.07035600179860071,4.1767101480357285
method1,4.0,24.8,245.8,-0.07465067109831715,4.173989434360006
method1,4.0,24.9,245.9,-0.0789388493232901,4.171257774044818
method1,4.0,25.0,246.0,-0.0832270275482632,4.16852611372963
method1,4.0,25.1,246.1,-0.08750211220514865,4.165772622222958
method1,4.0,25.2,246.2,-0.09177719686203396,4.163019130716286
method1,4.0,25.3,246.3,-0.0960456791737602,4.160254754941066
method1,4.0,25.4,246.4,-0.10030755914032702,4.157479494897298
method1,4.0,25.5,246.5,-0.104569439106894,4.15470423485353
method1,4.0,25.6,246.6,-0.10881800356016925,4.151907269492566
method1,4.0,25.7,246.7,-0.11306656801344436,4.149110304131602
method1,4.0,25.8,246.8,-0.11730841944965383,4.146302518004034
method1,4.0,25.9,246.9,-0.12154355786879734,4.143483911109862
method1,4.0,26.0,247.0,-0.125778696287941,4.14066530421569
method1,4.0,26.1,247.1,-0.13000029845711586,4.13782512013495
method1,4.0,26.2,247.2,-0.13422190062629058,4.13498493605421
method1,4.0,26.3,247.3,-0.1384366797164968,4.132133995834098
method1,4.0,26.4,247.4,-0.14264463572773434,4.129272299474614
method1,4.0,26.5,247.5,-0.146852591738972,4.12641060311513
method1,4.0,26.6,247.6,-0.15104679199502927,4.123527459944458
method1,4.0,26.7,247.7,-0.15524099225108637,4.120644316773786
method1,4.0,26.8,247.8,-0.15942825998771923,4.117750483210418
method1,4.0,26.9,247.9,-0.16360859520492754,4.114845959254354
method1,4.0,27.0,248.0,-0.167788930422136,4.11194143529829
method1,4.0,27.1,248.1,-0.17195529163324405,4.109015597139354
method1,4.0,27.2,248.2,-0.17612165284435197,4.106089758980418
method1,4.0,27.3,248.3,-0.18028097272841104,4.103153297288928
method1,4.0,27.4,248.4,-0.18443325128542093,4.100206212064884
method1,4.0,27.5,248.5,-0.188585529842431,4.09725912684084
method1,4.0,27.6,248.6,-0.19272361741942587,4.094290862243132
method1,4.0,27.7,248.7,-0.19686170499642058,4.091322597645424
method1,4.0,27.8,248.8,-0.20099264308290124,4.088343777482688
method1,4.0,27.9,248.9,-0.20511643167886753,4.085354401754924
method1,4.0,28.0,249.0,-0.209240220274834,4.08236502602716
method1,4.0,28.1,249.1,-0.21334960221647525,4.079354607963536
method1,4.0,28.2,249.2,-0.21745898415811638,4.076344189899912
method1,4.0,28.3,249.3,-0.2215611091012074,4.073323285339976
method1,4.0,28.4,249.4,-0.22565597704574814,4.070291894283728
method1,4.0,28.5,249.5,-0.229750844990289,4.06726050322748
method1,4.0,28.6,249.6,-0.23383109192827706,4.064208209069264
method1,4.0,28.7,249.7,-0.23791133886626498,4.0611559149110485
method1,4.0,28.8,249.8,-0.2419842219643066,4.058093204420104
method1,4.0,28.9,249.9,-0.24604974122240172,4.055020077596432
method1,4.0,29.0,250.0,-0.250115260480497,4.05194695077276
method1,4.0,29.1,250.1,-0.25416594572425544,4.04885306226436
method1,4.0,29.2,250.2,-0.2582166309680137,4.04575917375596
method1,4.0,29.3,250.3,-0.26225984620821824,4.042654940166864
method1,4.0,29.4,250.4,-0.26629559144486853,4.039540361497072
method1,4.0,29.5,250.5,-0.270331336681519,4.03642578282728
method1,4.0,29.6,250.6,-0.27435203626272864,4.033290586060376
method1,4.0,29.7,250.7,-0.2783727358439382,4.030155389293472
method1,4.0,29.8,250.8,-0.28238585994686166,4.027009919779804
method1,4.0,29.9,250.9,-0.28639140857149875,4.023854177519373
method1,4.0,30.0,251.0,-0.290396957196136,4.02069843525894
method1,4.0,30.1,251.1,-0.29438724991302245,4.0175222206461845
method1,4.0,30.2,251.2,-0.2983775426299088,4.014346006033428
method1,4.0,30.3,251.3,-0.30236015509367725,4.011159592083092
method1,4.0,30.4,251.4,-0.30633508730432757,4.007962978795176
method1,4.0,30.5,251.5,-0.310310019514978,4.00476636550726
method1,4.0,30.6,251.6,-0.31426948697634244,4.001549427755576
method1,4.0,30.7,251.7,-0.31822895443770677,3.998332490003892
method1,4.0,30.8,251.8,-0.32218063758198284,3.995105427392286
method1,4.0,30.9,251.9,-0.32612453640917033,3.991868239920758
method1,4.0,31.0,252.0,-0.330068435236358,3.98863105244923
method1,4.0,31.1,252.1,-0.33399666190535726,3.985373690532602
method1,4.0,31.2,252.2,-0.3379248885743564,3.982116328615974
method1,4.0,31.3,252.3,-0.3418452275840512,3.97884891737869
method1,4.0,31.4,252.4,-0.34575767893444154,3.97557145682075
method1,4.0,31.5,252.5,-0.349670130284832,3.97229399626281
method1,4.0,31.6,252.6,-0.35356670352248687,3.968996513394674
method1,4.0,31.7,252.7,-0.35746327676014156,3.965699030526538
method1,4.0,31.8,252.8,-0.3613518597288594,3.9623915749316256
method1,4.0,31.9,252.9,-0.36523245242864016,3.9590741466099377
method1,4.0,32.0,253.0,-0.369113045128421,3.95575671828825
method1,4.0,32.1,253.1,-0.3729775552368639,3.952419421893426
method1,4.0,32.2,253.2,-0.37684206534530673,3.949082125498602
method1,4.0,32.3,253.3,-0.3806984833185237,3.9457349340183963
method1,4.0,32.4,253.4,-0.38454680915651535,3.9423778474528084
method1,4.0,32.5,253.5,-0.388395134994507,3.93902076088722
method1,4.0,32.6,253.6,-0.39222717525995504,3.935643962573392
method1,4.0,32.7,253.7,-0.3960592155254031,3.9322671642595637
method1,4.0,32.8,253.8,-0.3998830625433727,3.928880549542052
method1,4.0,32.9,253.9,-0.40369871631386434,3.925484118420856
method1,4.0,33.0,254.0,-0.407514370084356,3.92208768729966
method1,4.0,33.1,254.1,-0.4113135368198084,3.918671702828444
method1,4.0,33.2,254.2,-0.41511270355526086,3.915255718357228
method1,4.0,33.3,254.3,-0.4189035766956399,3.9118299971970063
method1,4.0,33.4,254.4,-0.4226861562409459,3.908394539347778
method1,4.0,33.5,254.5,-0.426468735786252,3.90495908149855
method1,4.0,33.6,254.6,-0.43023462837390924,3.90150423075609
method1,4.0,33.7,254.7,-0.4340005209615665,3.89804938001363
method1,4.0,33.8,254.8,-0.4377580203817633,3.8945848733224024
method1,4.0,33.9,254.9,-0.44150712663450015,3.891110710682406
method1,4.0,34.0,255.0,-0.445256232887237,3.88763654804241
method1,4.0,34.1,255.1,-0.44898845382062863,3.884143155009578
method1,4.0,34.2,255.2,-0.4527206747540203,3.8806497619767457
method1,4.0,34.3,255.3,-0.45644440373325246,3.8771467947533997
method1,4.0,34.4,255.4,-0.4601596407583257,3.87363425333954
method1,4.0,34.5,255.5,-0.463874877783399,3.87012171192568
method1,4.0,34.6,255.6,-0.46757303270922984,3.8665901046478117
method1,4.0,34.7,255.7,-0.4712711876350607,3.863058497369944
method1,4.0,34.8,255.8,-0.4749607526161257,3.859517398670202
method1,4.0,34.9,255.9,-0.47864172765242535,3.8559668085485863
method1,4.0,35.0,256.0,-0.482322702688725,3.85241621842697
method1,4.0,35.1,256.1,-0.48598640044842106,3.848846728983194
method1,4.0,35.2,256.2,-0.4896500982081171,3.845277239539418
method1,4.0,35.3,256.3,-0.4933051088388655,3.841698342445042
method1,4.0,35.4,256.4,-0.49695143234066674,3.838110037700066
method1,4.0,35.5,256.5,-0.500597755842468,3.83452173295509
method1,4.0,35.6,256.6,-0.5042266085134276,3.830914697427246
method1,4.0,35.7,256.7,-0.5078554611843873,3.8273076618994017
method1,4.0,35.8,256.8,-0.5114755303588978,3.823691303487002
method1,4.0,35.9,256.9,-0.5150868160369599,3.820065622190046
method1,4.0,36.0,257.0,-0.518698101715022,3.81643994089309
method1,4.0,36.1,257.1,-0.5222917246515636,3.81279569933419
method1,4.0,36.2,257.2,-0.5258853475881053,3.8091514577752896
method1,4.0,36.3,257.3,-0.5294700914875563,3.805497979084696
method1,4.0,36.4,257.4,-0.5330459563499171,3.801835263262408
method1,4.0,36.5,257.5,-0.536621821212278,3.79817254744012
method1,4.0,36.6,257.6,-0.5401798330862796,3.7944914438424
method1,4.0,36.7,257.7,-0.5437378449602813,3.79081034024468
method1,4.0,36.8,257.8,-0.547286883093512,3.787120086246886
method1,4.0,36.9,257.9,-0.5508269474859725,3.783420681849018
method1,4.0,37.0,258.0,-0.554367011878433,3.77972127745115
method1,4.0,37.1,258.1,-0.5578890347196634,3.7760036597137336
method1,4.0,37.2,258.2,-0.5614110575608938,3.772286041976318
method1,4.0,37.3,258.3,-0.5649240128046584,3.7685593615410378
method1,4.0,37.4,258.4,-0.5684279004509577,3.764823618407894
method1,4.0,37.5,258.5,-0.571931788097257,3.76108787527475
method1,4.0,37.6,258.6,-0.5754174473333882,3.7573340951708696
method1,4.0,37.7,258.7,-0.5789031065695195,3.7535803150669897
method1,4.0,37.8,258.8,-0.5823796052084181,3.749817560929776
method1,4.0,37.9,258.9,-0.5858469432500846,3.746045832759228
method1,4.0,38.0,259.0,-0.589314281291751,3.74227410458868
method1,4.0,38.1,259.1,-0.5927632057880522,3.7384845177324997
method1,4.0,38.2,259.2,-0.5962121302843535,3.7346949308763198
method1,4.0,38.3,259.3,-0.5996518020504469,3.730896459605282
method1,4.0,38.4,259.4,-0.6030822210863329,3.727089103919386
method1,4.0,38.5,259.5,-0.606512640122219,3.72328174823349
method1,4.0,38.6,259.6,-0.6099244622209278,3.719456714046526
method1,4.0,38.7,259.7,-0.6133362843196366,3.7156316798595617
method1,4.0,38.8,259.8,-0.6167387624317353,3.71179785182169
method1,4.0,38.9,259.9,-0.6201318965572241,3.70795522993291
method1,4.0,39.0,260.0,-0.623525030682713,3.70411260804413
method1,4.0,39.1,260.1,-0.6268993862420774,3.7002524897212496
method1,4.0,39.2,260.2,-0.6302737418014419,3.6963923713983697
method1,4.0,39.3,260.3,-0.6336386630040651,3.6925235507254377
method1,4.0,39.4,260.4,-0.6369941498499475,3.688646027702454
method1,4.0,39.5,260.5,-0.64034963669583,3.68476850467947
method1,4.0,39.6,260.6,-0.643686165128818,3.6808736691545096
method1,4.0,39.7,260.7,-0.6470226935618061,3.67697883362955
method1,4.0,39.8,260.8,-0.6503496981638079,3.67307538818363
method1,4.0,39.9,260.9,-0.653667178934824,3.66916333281675
method1,4.0,40.0,261.0,-0.65698465970584,3.66525127744987
method1,4.0,40.1,261.1,-0.6602830040185144,3.6613220953608536
method1,4.0,40.2,261.2,-0.6635813483311889,3.657392913271838
method1,4.0,40.3,261.3,-0.6668700802440473,3.653455214610414
method1,4.0,40.4,261.4,-0.6701491997570902,3.649508999376582
method1,4.0,40.5,261.5,-0.673428319270133,3.64556278414275
method1,4.0,40.6,261.6,-0.6766881260996843,3.6415996297967097
method1,4.0,40.7,261.7,-0.6799479329292355,3.63763647545067
method1,4.0,40.8,261.8,-0.6831980397050004,3.6336648987913645
method1,4.0,40.9,261.9,-0.6864384464269792,3.629684899818792
method1,4.0,41.0,262.0,-0.689678853148958,3.62570490084622
method1,4.0,41.1,262.1,-0.6928997728013929,3.621708152183616
method1,4.0,41.2,262.2,-0.6961206924538277,3.617711403521012
method1,4.0,41.3,262.3,-0.6993318253227223,3.613706327705918
method1,4.0,41.4,262.4,-0.7025331714080771,3.6096929247383343
method1,4.0,41.5,262.5,-0.705734517493432,3.60567952177075
method1,4.0,41.6,262.6,-0.7089162039809153,3.601649560329526
method1,4.0,41.7,262.7,-0.7120978904683986,3.597619598888302
method1,4.0,41.8,262.8,-0.7152697043760735,3.5935814063479303
method1,4.0,41.9,262.9,-0.7184316457039408,3.58953498270841
method1,4.0,42.0,263.0,-0.721593587031808,3.58548855906889
method1,4.0,42.1,263.1,-0.7247356981096497,3.581425769948122
method1,4.0,42.2,263.2,-0.7278778091874913,3.577362980827354
method1,4.0,42.3,263.3,-0.7310099628319229,3.573292057544192
method1,4.0,42.4,263.4,-0.7341321590429449,3.569213000098636
method1,4.0,42.5,263.5,-0.737254355253967,3.56513394265308
method1,4.0,42.6,263.6,-0.7403565524572558,3.561038714476272
method1,4.0,42.7,263.7,-0.7434587496605447,3.5569434862994638
method1,4.0,42.8,263.8,-0.7465509055285783,3.552840221771174
method1,4.0,42.9,263.9,-0.7496330200613571,3.5487289208914023
method1,4.0,43.0,264.0,-0.752715134594136,3.54461762001163
