method,sample_index,nominal_hz,time_s,x_m,y_m,time_rel_s,dt_s,dx_m,dy_m,segment_distance_m,speed_fd_mps
method2,56,5.0,480.0317,-1.15771526265512,2.73601260044127,11.199999999999989,0.19999999999998863,-0.0029737430356098216,-0.00994734097104999,0.010382328257003227,0.051911641285019086
method2,57,5.0,480.2317,-1.16064949834689,2.72605228370192,11.399999999999977,0.19999999999998863,-0.002934235691770093,-0.009960316739350272,0.010383527755201445,0.051917638776010175
method2,58,5.0,480.4317,-1.16354417046388,2.7160791481135,11.599999999999966,0.19999999999998863,-0.002894672116990016,-0.009973135588420057,0.01038472725351466,0.051923636267576255
method2,59,5.0,480.6317,-1.16639922339845,2.7060933508375,11.800000000000011,0.20000000000004547,-0.0028550529345698905,-0.009985797275999797,0.010385926751935096,0.051929633759663675
method2,60,5.0,480.8317,-1.16921460216733,2.69609504927518,12.0,0.19999999999998863,-0.0028153787688800502,-0.009998301562319956,0.010387126250477087,0.051935631252388384
method2,61,5.0,481.0317,-1.17199025241262,2.6860844010651,12.199999999999989,0.19999999999998863,-0.002775650245290029,-0.01001064821008013,0.01038832574913586,0.05194162874568225
method2,62,5.0,481.2317,-1.17472612040279,2.67606156408063,12.399999999999977,0.19999999999998863,-0.0027358679901698935,-0.01002283698446993,0.010389525247906881,0.05194762623953736
method2,63,5.0,481.4317,-1.17742215303375,2.66602669642747,12.599999999999966,0.19999999999998863,-0.002696032630960188,-0.010034867653160084,0.010390724746794165,0.05195362373397378
method2,64,5.0,481.6317,-1.18007829782978,2.65597995644114,12.800000000000011,0.20000000000004547,-0.0026561447960298246,-0.010046739986329989,0.010391924245797705,0.05195962122897671
method2,65,5.0,481.8317,-1.18269450294457,2.64592150268449,13.0,0.19999999999998863,-0.0026162051147899934,-0.010058453756649932,0.01039312374492474,0.051965618724626655
method2,66,5.0,482.0317,-1.18527071716217,2.63585149394522,13.199999999999989,0.19999999999998863,-0.0025762142176000147,-0.010070008739269998,0.010394323244152964,0.05197161622076778
method2,67,5.0,482.2317,-1.18780688989796,2.62577008923333,13.399999999999977,0.19999999999998863,-0.0025361727357899877,-0.010081404711889785,0.010395522743502514,0.051977613717515525
method2,68,5.0,482.4317,-1.19030297119965,2.61567744777865,13.599999999999966,0.19999999999998863,-0.0024960813016901007,-0.010092641454680251,0.010396722242965676,0.05198361121483133
method2,69,5.0,482.6317,-1.19275891174817,2.60557372902829,13.800000000000011,0.20000000000004547,-0.0024559405485200525,-0.010103718750360091,0.010397921742552357,0.05198960871274996
method2,70,5.0,482.8317,-1.19517466285864,2.59545909264416,14.0,0.19999999999998863,-0.002415751110469877,-0.010114636384130016,0.010399121242244614,0.05199560621122602
method2,71,5.0,483.0317,-1.1975501764813,2.58533369850041,14.199999999999989,0.19999999999998863,-0.002375513622659975,-0.010125394143750022,0.010400320742060331,0.05200160371030461
method2,72,5.0,483.2317,-1.19988540520242,2.57519770668094,14.399999999999977,0.19999999999998863,-0.0023352287211200196,-0.01013599181946967,0.010401520241979049,0.052007601209898204
method2,73,5.0,483.4317,-1.20218030224523,2.56505127747683,14.599999999999966,0.19999999999998863,-0.0022948970428100512,-0.010146429204110241,0.010402719742025135,0.05201359871012863
method2,74,5.0,483.6317,-1.20443482147079,2.55489457138384,14.800000000000011,0.20000000000004547,-0.002254519225560081,-0.010156706092990131,0.01040391924217998,0.05201959621088807
method2,75,5.0,483.8317,-1.20664891737888,2.54472774909984,15.0,0.19999999999998863,-0.0022140959080898526,-0.010166822283999899,0.010405118742458306,0.05202559371229449
method2,76,5.0,484.0317,-1.20882254510892,2.53455097152231,15.199999999999989,0.19999999999998863,-0.0021736277300401508,-0.010176777577529883,0.010406318242842398,0.052031591214214946
method2,77,5.0,484.2317,-1.21095566044078,2.52436439974576,15.399999999999977,0.19999999999998863,-0.0021331153318600027,-0.010186571776550135,0.010407517743334574,0.05203758871667583
method2,78,5.0,484.4317,-1.2130482197957,2.51416819505917,15.599999999999966,0.19999999999998863,-0.0020925593549199206,-0.010196204686589994,0.010408717243959633,0.052043586219801125
method2,79,5.0,484.6317,-1.21510018023707,2.50396251894347,15.800000000000011,0.20000000000004547,-0.0020519604413700154,-0.010205676115699891,0.0104099167446966,0.05204958372347116
method2,80,5.0,484.8317,-1.21711149947133,2.49374753306899,16.0,0.19999999999998863,-0.0020113192342599007,-0.010214985874479776,0.010411116245529352,0.052055581227649715
method2,81,5.0,485.0317,-1.21908213584877,2.48352339929283,16.19999999999999,0.19999999999998863,-0.0019706363774401048,-0.010224133776160382,0.010412315746504896,0.05206157873252744
method2,82,5.0,485.2317,-1.22101204836435,2.47329027965639,16.399999999999977,0.19999999999998863,-0.0019299125155800567,-0.010233119636439802,0.010413515247575259,0.052067576237879255
method2,83,5.0,485.4317,-1.2229011966585,2.46304833638273,16.599999999999966,0.19999999999998863,-0.0018891482941498783,-0.010241943273660237,0.010414714748765977,0.05207357374383284
method2,84,5.0,485.6317,-1.22474954101794,2.45279773187403,16.80000000000001,0.20000000000004547,-0.001848344359440146,-0.010250604508699634,0.010415914250071738,0.052079571250346846
method2,85,5.0,485.8317,-1.22655704237644,2.44253862870901,17.0,0.19999999999998863,-0.001807501358499941,-0.0102591031650201,0.01041711375149108,0.05208556875745836
method2,86,5.0,486.0317,-1.22832366231561,2.43227118964034,17.19999999999999,0.19999999999998863,-0.0017666199391699333,-0.010267439068670114,0.010418313253033152,0.05209156626516872
method2,87,5.0,486.2317,-1.23004936306568,2.4219955775921,17.399999999999977,0.19999999999998863,-0.0017257007500699473,-0.010275612048240124,0.01041951275466994,0.05209756377335266
method2,88,5.0,486.4317,-1.23173410750623,2.41171195565712,17.599999999999966,0.19999999999998863,-0.0016847444405501122,-0.01028362193497978,0.010420712256442062,0.05210356128221327
method2,89,5.0,486.6317,-1.23337785916696,2.40142048709446,17.80000000000001,0.20000000000004547,-0.0016437516607299418,-0.010291468562659833,0.010421911758327648,0.05210955879162639
method2,90,5.0,486.8317,-1.23498058222841,2.39112133532681,18.0,0.19999999999998863,-0.0016027230614499288,-0.010299151767650283,0.010423111260309821,0.05211555630155207
method2,91,5.0,487.0317,-1.23654224152269,2.38081466393784,18.19999999999999,0.19999999999998863,-0.0015616592942802043,-0.010306671388970123,0.010424310762425835,0.05212155381213214
method2,92,5.0,487.2317,-1.23806280253419,2.37050063666967,18.399999999999977,0.19999999999998863,-0.001520561011499888,-0.010314027268169657,0.01042551026464608,0.052127551323233365
method2,93,5.0,487.4317,-1.2395422314003,2.36017941742024,18.599999999999966,0.19999999999998863,-0.0014794288661099664,-0.01032121924942997,0.010426709766972665,0.05213354883486629
method2,94,5.0,487.6317,-1.24098049491209,2.34985117024068,18.80000000000001,0.20000000000004547,-0.0014382635117899945,-0.010328247179560268,0.010427909269428897,0.05213954634713263
method2,95,5.0,487.8317,-1.24237756051501,2.33951605933274,19.0,0.19999999999998863,-0.0013970656029200779,-0.010335110907939704,0.010429108772003325,0.05214554386001959
method2,96,5.0,488.0317,-1.24373339630953,2.32917424904619,19.19999999999999,0.19999999999998863,-0.0013558357945200328,-0.010341810286550235,0.010430308274672328,0.0521515413733646
method2,97,5.0,488.2317,-1.24504797105183,2.31882590387615,19.399999999999977,0.19999999999998863,-0.001314574742300012,-0.01034834517004013,0.010431507777468511,0.05215753888734552
method2,98,5.0,488.4317,-1.24632125415447,2.30847118846052,19.599999999999966,0.19999999999998863,-0.001273283102639855,-0.010354715415629823,0.010432707280382694,0.052163536401916434
method2,99,5.0,488.6317,-1.24755321568698,2.29811026757736,19.80000000000001,0.20000000000004547,-0.0012319615325100397,-0.010360920883159874,0.010433906783400112,0.0521695339169887
method2,100,5.0,488.8317,-1.24874382637655,2.28774330614225,20.0,0.19999999999998863,-0.0011906106895700486,-0.010366961435110067,0.010435106286529997,0.05217553143265295
method2,101,5.0,489.0317,-1.24989305760861,2.27737046920565,20.19999999999999,0.19999999999998863,-0.0011492312320600107,-0.010372836936600294,0.010436305789791786,0.05218152894896189
method2,102,5.0,489.2317,-1.25100088142744,2.26699192195033,20.399999999999977,0.19999999999998863,-0.0011078238188300116,-0.010378547255319948,0.010437505293147225,0.05218752646573909
method2,103,5.0,489.4317,-1.25206727053681,2.25660782968868,20.599999999999966,0.19999999999998863,-0.0010663891093700695,-0.010384092261650046,0.010438704796623165,0.05219352398311879
method2,104,5.0,489.6317,-1.25309219830053,2.24621835786009,20.80000000000001,0.20000000000004547,-0.001024927763719985,-0.010389471828589958,0.010439904300227489,0.05219952150112558
method2,105,5.0,489.8317,-1.25407563874305,2.23582367202836,21.0,0.19999999999998863,-0.0009834404425199672,-0.010394685831729866,0.010441103803925593,0.052205519019630935
method2,106,5.0,490.0317,-1.25501756655002,2.225423937879,21.19999999999999,0.19999999999998863,-0.0009419278069699999,-0.010399734149360018,0.010442303307743376,0.052211516538719846
method2,107,5.0,490.2317,-1.25591795706885,2.21501932121662,21.399999999999977,0.19999999999998863,-0.0009003905188298411,-0.010404616662380128,0.010443502811675633,0.05221751405838113
method2,108,5.0,490.4317,-1.25677678630925,2.20460998796227,21.599999999999966,0.19999999999998863,-0.0008588292404001496,-0.010409333254350006,0.010444702315733235,0.05222351157866914
method2,109,5.0,490.6317,-1.2575940309438,2.19419610415084,21.80000000000001,0.20000000000004547,-0.0008172446345500184,-0.010413883811429603,0.010445901819884024,0.052229509099408246
method2,110,5.0,490.8317,-1.25836966830844,2.18377783592834,22.0,0.19999999999998863,-0.000775637364639925,-0.010418268222500249,0.010447101324165669,0.05223550662083131
method2,111,5.0,491.0317,-1.25910367640298,2.17335534954931,22.19999999999999,0.19999999999998863,-0.0007340080945399396,-0.010422486379030094,0.010448300828551884,0.052241504142762386
method2,112,5.0,491.2317,-1.25979603389165,2.16292881137414,22.399999999999977,0.19999999999998863,-0.0006923574886701367,-0.01042653817517003,0.010449500333049212,0.05224750166524903
method2,113,5.0,491.4317,-1.26044672010356,2.15249838786641,22.599999999999966,0.19999999999998863,-0.000650686211910001,-0.010430423507729714,0.01045069983766496,0.05225349918832777
method2,114,5.0,491.6317,-1.2610557150332,2.14206424559024,22.80000000000001,0.20000000000004547,-0.0006089949296399499,-0.010434142276170011,0.010451899342401145,0.05225949671199384
method2,115,5.0,491.8317,-1.26162299934088,2.13162655120765,23.0,0.19999999999998863,-0.0005672843076800493,-0.010437694382590124,0.010453098847236329,0.052265494236184616
method2,116,5.0,492.0317,-1.26214855435325,2.12118547147585,23.19999999999999,0.19999999999998863,-0.0005255550123699493,-0.010441079731799974,0.010454298352200945,0.05227149176100769
method2,117,5.0,492.2317,-1.26263236206372,2.11074117324463,23.399999999999977,0.19999999999998863,-0.0004838077104700744,-0.01044429823121984,0.010455497857269742,0.05227748928635168
method2,118,5.0,492.4317,-1.26307440513288,2.10029382345367,23.599999999999966,0.19999999999998863,-0.0004420430691598476,-0.010447349790960292,0.010456697362440509,0.052283486812205515
method2,119,5.0,492.6317,-1.26347466688898,2.08984358912983,23.80000000000001,0.20000000000004547,-0.0004002617561000843,-0.010450234323839958,0.010457896867753053,0.05228948433875338
method2,120,5.0,492.8317,-1.2638331313283,2.07939063738457,24.0,0.19999999999998863,-0.00035846443931997207,-0.010452951745259842,0.010459096373157088,0.05229548186578841
method2,121,5.0,493.0317,-1.26414978311561,2.06893513541121,24.19999999999999,0.19999999999998863,-0.0003166517873101071,-0.010455501973360093,0.010460295878671094,0.05230147939335844
method2,122,5.0,493.2317,-1.26442460758453,2.05847725048225,24.399999999999977,0.19999999999998863,-0.00027482446891990975,-0.010457884928960048,0.010461495384317045,0.0523074769215882
method2,123,5.0,493.4317,-1.26465759073794,2.04801714994675,24.599999999999966,0.19999999999998863,-0.00023298315341002684,-0.010460100535500061,0.010462694890062576,0.05231347445031585
method2,124,5.0,493.6317,-1.26484871924834,2.0375550012276,24.80000000000001,0.20000000000004547,-0.0001911285103999294,-0.010462148719149855,0.010463894395926245,0.05231947197961933
method2,125,5.0,493.8317,-1.26499798045822,2.02709097181886,25.0,0.19999999999998863,-0.00014926120988012492,-0.010464029408740139,0.010465093901908066,0.0523254695095433
method2,126,5.0,494.0317,-1.26510536238044,2.0166252292831,25.19999999999999,0.19999999999998863,-0.00010738192221992904,-0.010465742535759937,0.010466293407985201,0.052331467039928976
method2,127,5.0,494.2317,-1.26517085369855,2.00615794124866,25.399999999999977,0.19999999999998863,-6.54913181099559e-05,-0.010467288034440081,0.010467492914192982,0.052337464570967884
method2,128,5.0,494.4317,-1.26519444376713,1.99568927540702,25.599999999999966,0.19999999999998863,-2.3590068580103818e-05,-0.010468665841639968,0.010468692420510552,0.052343462102555735
method2,129,5.0,494.6317,-1.26517612261212,1.9852193995101,25.80000000000001,0.20000000000004547,1.832115500999265e-05,-0.010469875896919945,0.010469891926931534,0.05234945963464577
method2,130,5.0,494.8317,-1.26511588093113,1.97474848136754,26.0,0.19999999999998863,6.0241680990058555e-05,-0.01047091814255996,0.01047109143348103,0.05235545716740813
method2,131,5.0,495.0317,-1.26501371009374,1.96427668884407,26.19999999999999,0.19999999999998863,0.00010217083739005872,-0.01047179252347008,0.010472290940124652,0.05236145470062624
method2,132,5.0,495.2317,-1.26486960214179,1.95380418985675,26.399999999999977,0.19999999999998863,0.00014410795194996773,-0.010472498987319945,0.010473490446896511,0.05236745223448553
method2,133,5.0,495.4317,-1.26468354978966,1.94333115237233,26.599999999999966,0.19999999999998863,0.00018605235212998394,-0.010473037484419967,0.010474689953779004,0.052373449768897996
method2,134,5.0,495.6317,-1.26445554642457,1.93285774440455,26.80000000000001,0.20000000000004547,0.00022800336509010144,-0.010473407967779957,0.010475889460759363,0.05237944730378491
method2,135,5.0,495.8317,-1.26418558610678,1.9223841340114,27.0,0.19999999999998863,0.00026996031779003005,-0.010473610393149979,0.010477088967870826,0.05238544483935711
method2,136,5.0,496.0317,-1.26387366356989,1.91191048929248,27.19999999999999,0.19999999999998863,0.0003119225368899414,-0.010473644718919983,0.010478288475088873,0.05239144237544734
method2,137,5.0,496.2317,-1.26351977422105,1.90143697838627,27.399999999999977,0.19999999999998863,0.00035388934883995304,-0.010473510906210182,0.010479487982421945,0.0523974399121127
method2,138,5.0,496.4317,-1.26312391414121,1.89096376946745,27.599999999999966,0.19999999999998863,0.0003958600798399381,-0.010473208918819976,0.01048068748985777,0.05240343744929183
method2,139,5.0,496.6317,-1.26268608008532,1.88049103074416,27.80000000000001,0.20000000000004547,0.0004378340558901517,-0.01047273872328991,0.010481886997425282,0.05240943498711449
method2,140,5.0,496.8317,-1.26220626948252,1.87001893045537,28.0,0.19999999999998863,0.0004798106027998905,-0.010472100288789976,0.010483086505082093,0.05241543252541345
method2,141,5.0,497.0317,-1.26168448043637,1.8595476368681,28.19999999999999,0.19999999999998863,0.0005217890461499675,-0.010471293587269948,0.010484286012861478,0.05242143006431037
method2,142,5.0,497.2317,-1.26112071172501,1.84907731827476,28.399999999999977,0.19999999999998863,0.000563768711359991,-0.010470318593340133,0.010485485520754517,0.05242742760377556
method2,143,5.0,497.4317,-1.26051496280134,1.83860814299043,28.599999999999966,0.19999999999998863,0.0006057489236701574,-0.010469175284330001,0.010486685028766417,0.05243342514383507
method2,144,5.0,497.6317,-1.25986723379317,1.82814027935018,28.80000000000001,0.20000000000004547,0.000647729008169895,-0.010467863640249986,0.010487884536878371,0.052439422684379934
method2,145,5.0,497.8317,-1.25917752550339,1.81767389570632,29.0,0.19999999999998863,0.0006897082897800999,-0.010466383643859878,0.010489084045113232,0.05244542022556914
method2,146,5.0,498.0317,-1.2584458394101,1.80720916042574,29.19999999999999,0.19999999999998863,0.000731686093289996,-0.010464735280580006,0.010490283553447442,0.05245141776724019
method2,147,5.0,498.2317,-1.25767217766674,1.79674624188715,29.399999999999977,0.19999999999998863,0.0007736617433597992,-0.01046291853859005,0.010491483061908353,0.052457415309544744
method2,148,5.0,498.4317,-1.25685654310221,1.78628530847842,29.599999999999966,0.19999999999998863,0.0008156345645300433,-0.01046093340873,0.01049268257047451,0.05246341285237553
method2,149,5.0,498.6317,-1.25599893922098,1.77582652859385,29.80000000000001,0.20000000000004547,0.000857603881230018,-0.010458779884570113,0.010493882079144458,0.05246941039571036
method2,150,5.0,498.8317,-1.25509937020316,1.76537007063143,30.0,0.19999999999998863,0.0008995690178199567,-0.010456457962420007,0.010495081587947677,0.05247540793974136
method2,151,5.0,499.0317,-1.25415784090464,1.75491610299019,30.19999999999999,0.19999999999998863,0.000941529298519983,-0.010453967641239847,0.010496281096848605,0.052481405484246006
method2,152,5.0,499.2317,-1.25317435685711,1.74446479406745,30.399999999999977,0.19999999999998863,0.0009834840475300144,-0.010451308922740044,0.010497480605854514,0.052487403029275556
method2,153,5.0,499.4317,-1.25214892426817,1.73401631225609,30.599999999999966,0.19999999999998863,0.0010254325889400562,-0.010448481811359933,0.010498680114984916,0.05249340057492756
method2,154,5.0,499.6317,-1.25108155002134,1.72357082594187,30.80000000000001,0.20000000000004547,0.0010673742468301217,-0.010445486314220043,0.010499879624231621,0.05249939812114617
method2,155,5.0,499.8317,-1.24997224167612,1.71312850350072,31.0,0.19999999999998863,0.0011093083452198282,-0.010442322441150065,0.010501079133580539,0.05250539566790568
method2,156,5.0,500.0317,-1.24882100746805,1.702689513296,31.19999999999999,0.19999999999998863,0.0011512342080701732,-0.010438990204719945,0.010502278643040753,0.05251139321520675
method2,157,5.0,500.2317,-1.24762785630869,1.6922540236758,31.399999999999977,0.19999999999998863,0.0011931511593599176,-0.010435489620200133,0.010503478152611479,0.05251739076306038
method2,158,5.0,500.4317,-1.24639279778563,1.68182220297021,31.599999999999966,0.19999999999998863,0.0012350585230600508,-0.010431820705590011,0.010504677662306434,0.052523388311535156
method2,159,5.0,500.6317,-1.24511584216253,1.67139421948864,31.80000000000001,0.20000000000004547,0.00127695562310004,-0.010427983481569925,0.010505877172100482,0.05252938586049046
method2,160,5.0,500.8317,-1.24379700037906,1.66097024151707,32.0,0.19999999999998863,0.0013188417834699706,-0.01042397797157002,0.010507076682008334,0.052535383410044656
method2,161,5.0,501.0317,-1.2424362840509,1.65055043731534,32.19999999999999,0.19999999999998863,0.0013607163281599277,-0.010419804201730054,0.010508276192036082,0.0525413809601834
