time_rel_s,method1_time_s,method1_x_m,method1_y_m,method2_time_s,method2_x_m,method2_y_m
2.1,223.1,0.9971922702119228,4.551942103971562,470.93170000000003,-0.9834056599410727,3.1730649935278445
2.2,223.2,0.9922074709157156,4.551382491624675,471.0317,-0.9857474039621642,3.1684622830957894
2.3,223.3,0.9872237308280006,4.5508103660123425,471.1317,-0.9880709727126364,3.163849699069964
2.4,223.4,0.9822410499487778,4.550225727134566,471.2317,-0.9903945414631086,3.159237115044139
2.5,223.5,0.977258369069555,4.54964108825679,471.3317,-0.9926998934182066,3.154614729191759
2.6,223.6,0.9722779322704082,4.5490314300446695,471.43170000000003,-0.9950052453733048,3.1499923433393784
2.7,223.7,0.9672974954712614,4.54842177183255,471.5317,-0.9972923392916433,3.1453602276018797
2.8,223.8,0.9623182435341886,4.547799607867056,471.6317,-0.9995794332099818,3.1407281118643806
2.9,223.9,0.9573401764591898,4.547164938148188,471.7317,-1.0018482281342709,3.1360863383563156
3.0,224.0,0.952362109384191,4.54653026842932,471.8317,-1.00411702305856,3.13144456484825
3.1,224.1,0.9473865376552257,4.545870595662356,471.93170000000003,-1.0063674783163352,3.1267932058561745
3.2,224.2,0.9424109659262606,4.545210922895392,472.0317,-1.0086179335741101,3.1221418468640993
3.3,224.3,0.9374367046685754,4.544538753149208,472.1317,-1.0108500087784404,3.117480974845439
3.4,224.4,0.9324637538821702,4.543854086423804,472.2317,-1.0130820839827706,3.1128201028267792
3.5,224.5,0.927490803095765,4.5431694196984,472.3317,-1.0152957390329906,3.108149790408699
3.6,224.6,0.9225205988199198,4.542459768735208,472.43170000000003,-1.0175093940832107,3.1034794779906183
3.7,224.7,0.9175503945440746,4.541750117772016,472.5317,-1.0197045891656253,3.0987997979688946
3.8,224.8,0.912581626291659,4.541027979865708,472.6317,-1.0218997842480397,3.0941201179471705
3.9,224.9,0.907614294062673,4.540293355016284,472.7317,-1.0240764798366249,3.089431143285055
4.0,225.0,0.902646961833687,4.53955873016686,472.8317,-1.02625317542521,3.08474216862294
4.1,225.1,0.8976826271529926,4.538799142413616,472.93170000000003,-1.0284113322823352,3.0800439724500346
4.2,225.2,0.8927182924722983,4.538039554660372,473.0317,-1.0305694891394601,3.0753457762771297
4.3,225.3,0.8877555192974457,4.537267491261798,473.1317,-1.0327090683165654,3.0706384318882294
4.4,225.4,0.8827943076284348,4.536482952217894,473.2317,-1.0348486474936704,3.065931087499329
4.5,225.5,0.877833095959424,4.53569841317399,473.3317,-1.0369696103319657,3.0612146683532937
4.6,225.6,0.8728751327242801,4.534888935083242,473.43170000000003,-1.0390905731702607,3.0564982492072583
4.7,225.7,0.867917169489136,4.534079456992494,473.5317,-1.0411928813014202,3.0517728289258597
4.8,225.8,0.8629608931598262,4.5332575158154915,473.6317,-1.0432951894325797,3.0470474086444606
4.9,225.9,0.8580063037363506,4.5324231115522355,473.7317,-1.045378804779435,3.0423130610112255
5.0,226.0,0.853051714312875,4.53158870728898,473.8317,-1.04746242012629,3.03757871337799
5.1,226.1,0.8481006240313206,4.530729390357948,473.93170000000003,-1.049527304903485,3.0328355123370647
5.2,226.2,0.8431495337497662,4.529870073426916,474.0317,-1.0515921896806801,3.0280923112961395
5.3,226.3,0.8382002556789382,4.5289983072294815,474.1317,-1.0536383063953654,3.023340330951134
5.4,226.4,0.8332527898188365,4.528114091765646,474.2317,-1.0556844231100504,3.0185883506061293
5.5,226.5,0.828305323958735,4.52722987630181,474.3317,-1.0577117345625606,3.0138276652189537
5.6,226.6,0.8233616077457286,4.526320777070194,474.43170000000003,-1.0597390460150706,3.009066979831778
5.7,226.7,0.8184178915327222,4.525411677838578,474.5317,-1.0617475152995703,3.0042976638214793
5.8,226.8,0.8134761127275554,4.524490144420534,474.6317,-1.0637559845840698,2.9995283478111805
5.9,226.9,0.8085362713302282,4.523556176816062,474.7317,-1.06574557508923,2.9947504757527903
6.0,227.0,0.803596429932901,4.52262220921159,474.8317,-1.06773516559439,2.9899726036944
6.1,227.1,0.7986605884596082,4.521663389258846,474.93170000000003,-1.0697058410040452,2.9851862503177546
6.2,227.2,0.7937247469863153,4.520704569306102,475.0317,-1.0716765164137003,2.9803998969411096
6.3,227.3,0.7887909679975204,4.519733331506252,475.1317,-1.0736282407074953,2.9756051371297043
6.4,227.4,0.7838592514932231,4.518749675859296,475.2317,-1.0755799650012905,2.970810377318299
6.5,227.5,0.778927534988926,4.51776602021234,475.3317,-1.0775127024553255,2.9660072861080984
6.6,227.6,0.7740000684320212,4.516757546154456,475.43170000000003,-1.0794454399093607,2.961204194897898
6.7,227.7,0.7690726018751164,4.515749072096572,475.5317,-1.0813591550968502,2.9563928474761645
6.8,227.8,0.7641473227462426,4.514728197789356,475.6317,-1.0832728702843397,2.9515815000544303
6.9,227.9,0.7592242310453998,4.513694923232808,475.7317,-1.085167528076235,2.946761971758545
7.0,228.0,0.754301139344557,4.51266164867626,475.8317,-1.08706218586813,2.94194244346266
7.1,228.1,0.7493825473355482,4.5116035921620155,475.93170000000003,-1.088937751433765,2.9371148097789694
7.2,228.2,0.7444639553265394,4.510545535647772,476.0317,-1.0908133169994003,2.9322871760952793
7.3,228.3,0.7395476755433046,4.50947509773939,476.1317,-1.0926697558071152,2.927451512657874
7.4,228.4,0.7346337079858437,4.50839227843687,476.2317,-1.0945261946148304,2.9226158492204686
7.5,228.5,0.729719740428383,4.50730945913435,476.3317,-1.0963634724325904,2.9177722318100283
7.6,228.6,0.7248105220029586,4.50620189684109,476.43170000000003,-1.0982007502503506,2.912928614399588
7.7,228.7,0.7199013035775342,4.50509433454783,476.5317,-1.1000188331463852,2.9080771189421846
7.8,228.8,0.7149945220171796,4.503974410971884,476.6317,-1.1018369160424197,2.9032256234847806
7.9,228.9,0.7100901773218948,4.502842126113252,476.7317,-1.1036357703858148,2.8983663260506853
8.0,229.0,0.70518583262661,4.50170984125462,476.8317,-1.10543462472921,2.89350702861659
8.1,229.1,0.7002864861740185,4.500552854883476,476.93170000000003,-1.1072142171905401,2.888640005419085
8.2,229.2,0.6953871397214269,4.499395868512332,477.0317,-1.1089938096518703,2.8837729822215796
8.3,229.3,0.690490354602105,4.498226542224936,477.1317,-1.1107541072037854,2.878898309615759
8.4,229.4,0.685596130816053,4.497044876021287,477.2317,-1.1125144047557005,2.874023637009939
8.5,229.5,0.680701907030001,4.49586320981764,477.3317,-1.1142553746735406,2.8691413914915236
8.6,229.6,0.6758129302424654,4.49465688608828,477.43170000000003,-1.1159963445913808,2.8642591459731084
8.7,229.7,0.6709239534549298,4.49345056235892,477.5317,-1.1177179544537752,2.8593694041772344
8.8,229.8,0.6660376622851285,4.492231921333306,477.6317,-1.1194395643161699,2.8544796623813604
8.9,229.9,0.6611540567330618,4.491000963011437,477.7317,-1.12114178200561,2.8495825010813753
9.0,230.0,0.656270451180995,4.48977000468957,477.8317,-1.12284399969505,2.84468533978139
9.1,230.1,0.651392341003167,4.488514435334421,477.93170000000003,-1.1245267933984902,2.8397808358876495
9.2,230.2,0.6465142308253391,4.487258865979274,478.0317,-1.1262095871019302,2.8348763319939096
9.3,230.3,0.6416389303533474,4.485991003199902,478.1317,-1.1278729253113853,2.8299645625525893
9.4,230.4,0.6367664395871921,4.484710846996306,478.2317,-1.1295362635208404,2.8250527931112686
9.5,230.5,0.631893948821037,4.48343069079271,478.3317,-1.1311801150339205,2.8201338353031136
9.6,230.6,0.6270272013994994,4.482125972550675,478.43170000000003,-1.1328239665470003,2.815214877494958
9.7,230.7,0.6221604539779618,4.480821254308638,478.5317,-1.1344483004675252,2.8102888086341142
9.8,230.8,0.6172966401413842,4.479504267764766,478.6317,-1.1360726343880498,2.8053627397732703
9.9,230.9,0.6124357598897666,4.478175012919058,478.7317,-1.1376774201266,2.80042963730604
10.0,231.0,0.607574879638149,4.47684575807335,478.8317,-1.13928220586515,2.79549653483881
10.1,231.1,0.602719990270965,4.4754919926830175,478.93170000000003,-1.1408674131396301,2.7905564763424446
10.2,231.2,0.597865100903781,4.474138227292686,479.0317,-1.1424526204141103,2.7856164178460796
10.3,231.3,0.5930132687791011,4.472772219971472,479.1317,-1.1440182192502952,2.780669481027564
10.4,231.4,0.5881644938969256,4.471393970719376,479.2317,-1.1455838180864804,2.7757225442090485
10.5,231.5,0.58331571901475,4.47001572146728,479.3317,-1.1471297788186003,2.7707688069038734
10.6,231.6,0.5784731821010737,4.46861301565962,479.43170000000003,-1.1486757395507206,2.7658150695986983
10.7,231.7,0.5736306451873973,4.46721030985196,479.5317,-1.1502020328219802,2.7608546097696345
10.8,231.8,0.5687912889396026,4.465795389731022,479.6317,-1.1517283260932398,2.7558941499405702
10.9,231.9,0.5639551133576898,4.464368255296806,479.7317,-1.153234922856375,2.750927045676445
11.0,232.0,0.559118937775777,4.46294112086259,479.8317,-1.15474151961951,2.74595994141232
11.1,232.1,0.5542892467655215,4.461489586353138,479.93170000000003,-1.156228391137315,2.7409862709267947
11.2,232.2,0.5494595557552658,4.460038051843686,480.0317,-1.1577152626551201,2.7360126004412697
11.3,232.3,0.544633168587532,4.458574331883162,480.1317,-1.1591823805010053,2.7310324420715943
11.4,232.4,0.53981008526232,4.457098426471566,480.2317,-1.1606494983468905,2.7260522837019185
11.5,232.5,0.534987001937108,4.45562252105997,480.3317,-1.1620968344053855,2.7210657159077085
11.6,232.6,0.53017064928068,4.454122274540534,480.43170000000003,-1.1635441704638805,2.716079148113498
11.7,232.7,0.525354296624252,4.452622028021098,480.5317,-1.1649716969311652,2.7110862494754993
11.8,232.8,0.520541370727696,4.45110962615522,480.6317,-1.1663992233984497,2.7060933508375005
11.9,232.9,0.515731871591012,4.4495850689429,480.7317,-1.1678069127828898,2.7010942000563403
12.0,233.0,0.510922372454328,4.44806051173058,480.8317,-1.16921460216733,2.69609504927518
12.1,233.1,0.506119849552436,4.4465116748604,480.93170000000003,-1.170602427289975,2.69108972517014
12.2,233.2,0.5013173266505441,4.44496283799022,481.0317,-1.1719902524126202,2.6860844010650995
12.3,233.3,0.4965183531540502,4.44340187711835,481.1317,-1.1733581864077052,2.681072982572864
12.4,233.4,0.49172292906295456,4.44182879224479,481.2317,-1.1747261204027901,2.6760615640806287
12.5,233.5,0.486927504971859,4.44025570737123,481.3317,-1.1760741367182703,2.6710441302540486
12.6,233.6,0.4821393021253954,4.438658406767642,481.43170000000003,-1.1774221530337505,2.666026696427468
12.7,233.7,0.4773510992789318,4.437061106164054,481.5317,-1.1787502254317652,2.6610033264343045
12.8,233.8,0.47256656819905457,4.435451714141232,481.6317,-1.1800782978297797,2.6559799564411404
12.9,233.9,0.46778570888576376,4.433830230699177,481.7317,-1.1813864003871748,2.6509507295628154
13.0,234.0,0.463004849572473,4.43220874725712,481.8317,-1.18269450294457,2.64592150268449
13.1,234.1,0.4582314559324802,4.43056311448574,481.93170000000003,-1.18398261005337,2.640886498314855
13.2,234.2,0.4534580622924874,4.42891748171436,482.0317,-1.1852707171621701,2.6358514939452196
13.3,234.3,0.4486884624834382,4.427259791341342,482.1317,-1.1865388035300652,2.630810791589274
13.4,234.4,0.4439226565053326,4.425590043366686,482.2317,-1.1878068898979601,2.625770089233329
13.5,234.5,0.439156850527227,4.42392029539203,482.3317,-1.1890549305488054,2.6207237685059885
13.6,234.6,0.43439875404494865,4.422226466956402,482.43170000000003,-1.1903029711996505,2.615677447778648
13.7,234.7,0.4296406575626702,4.420532638520774,482.5317,-1.1915309414739101,2.6106255884034693
13.8,234.8,0.4248864766663924,4.418826787533572,482.6317,-1.1927589117481698,2.6055737290282903
13.9,234.9,0.4201362113561152,4.417108913994796,482.7317,-1.193966787303405,2.6005164108362253
14.0,235.0,0.415385946045838,4.41539104045602,482.8317,-1.19517466285864,2.59545909264416
14.1,235.1,0.4106436334228628,4.413649157786768,482.93170000000003,-1.19636241966997,2.5903963955722844
14.2,235.2,0.40590132079988767,4.411907275117517,483.0317,-1.1975501764813001,2.5853336985004094
14.3,235.3,0.401163045196223,4.410153406176416,483.1317,-1.19871779084186,2.580265702590674
14.4,235.4,0.39642880661186897,4.408387550963468,483.2317,-1.1998854052024202,2.575197706680939
14.5,235.5,0.391694568027515,4.40662169575052,483.3317,-1.2010328537238253,2.5701244920788837
14.6,235.6,0.38696852466601783,4.4048319051940155,483.43170000000003,-1.2021803022452304,2.565051277476828
14.7,235.7,0.38224248130452065,4.403042114637512,483.5317,-1.2033075618580102,2.559972924430334
14.8,235.8,0.3775205960614766,4.40124037531561,483.6317,-1.2044348214707898,2.5548945713838402
14.9,235.9,0.3728028689368858,4.39942668722831,483.7317,-1.205541869424835,2.5498111602418403
15.0,236.0,0.368085141812295,4.39761299914101,483.8317,-1.20664891737888,2.54472774909984
15.1,236.1,0.3633758517653786,4.39577545194751,483.93170000000003,-1.2077357312439,2.5396393603110745
15.2,236.2,0.35866656171846223,4.39393790475401,484.0317,-1.2088225451089203,2.5345509715223096
15.3,236.3,0.3539615505425798,4.392088447525234,484.1317,-1.2098891027748502,2.529457685634034
15.4,236.4,0.34926081823773136,4.390227080261182,484.2317,-1.2109556604407803,2.5243643997457585
15.5,236.5,0.344560085932883,4.38836571299713,484.3317,-1.2120019401182403,2.5192662974024636
15.6,236.6,0.339868031855029,4.3864805653084264,484.43170000000003,-1.2130482197957004,2.514168195059168
15.7,236.7,0.33517597777717506,4.384595417619722,484.5317,-1.214074200016385,2.5090653570013193
15.8,236.8,0.33048832296400654,4.382698399846352,484.6317,-1.21510018023707,2.5039625189434704
15.9,236.9,0.3258050674155238,4.380789511988316,484.7317,-1.2161058398542,2.4988550260062303
16.0,237.0,0.321121811867041,4.37888062413028,484.8317,-1.21711149947133,2.49374753306899
16.1,237.1,0.31644747496467174,4.37694803696684,484.93170000000003,-1.21809681766005,2.48863546618091
16.2,237.2,0.31177313806230267,4.3750154498034,485.0317,-1.21908213584877,2.4835233992928294
16.3,237.3,0.30710332044700456,4.373071033723092,485.1317,-1.2200470921065603,2.478406839474609
16.4,237.4,0.30243802211877785,4.371114788725916,485.2317,-1.2210120483643503,2.473290279656389
16.5,237.5,0.297772723790551,4.36915854372874,485.3317,-1.2219566225114253,2.4681693080195584
16.6,237.6,0.29311658377270733,4.367178682976368,485.43170000000003,-1.2229011966585002,2.463048336382728
16.7,237.7,0.28846044375486385,4.365198822223996,485.5317,-1.2238253688382201,2.4579230341283793
16.8,237.8,0.2838089426629032,4.3632071749363,485.6317,-1.22474954101794,2.4527977318740306
16.9,237.9,0.27916208049682567,4.361203741113281,485.7317,-1.22565329169719,2.4476681802915206
17.0,238.0,0.274515218330748,4.35920030729026,485.8317,-1.22655704237644,2.44253862870901
17.1,238.1,0.2698777533598931,4.35717334368624,485.93170000000003,-1.227440352346025,2.4374049091746746
17.2,238.2,0.2652402883890384,4.35514638008222,486.0317,-1.22832366231561,2.4322711896403395
17.3,238.3,0.26060758158702874,4.353107673534618,486.1317,-1.2291865126906452,2.4271333836162188
17.4,238.4,0.25597963295386444,4.351057224043434,486.2317,-1.2300493630656801,2.421995577592099
17.5,238.5,0.2513516843207,4.34900677455225,486.3317,-1.2308917352859552,2.4168537666246084
17.6,238.6,0.24673337096364634,4.34693288367099,486.43170000000003,-1.2317341075062302,2.4117119556571183
17.7,238.7,0.24211505760659283,4.34485899278973,486.5317,-1.232555983336595,2.4065662213757895
17.8,238.8,0.23750162125325397,4.342773403763142,486.6317,-1.23337785916696,2.4014204870944607
17.9,238.9,0.23289306190363007,4.340676116591226,486.7317,-1.234179220697685,2.3962709112106353
18.0,239.0,0.228284502554006,4.33857882941931,486.8317,-1.23498058222841,2.39112133532681
18.1,239.1,0.22368581573297835,4.33645819165751,486.93170000000003,-1.23576141187555,2.3859679996323244
18.2,239.2,0.21908712891195084,4.33433755389571,487.0317,-1.23654224152269,2.3808146639378394
18.3,239.3,0.21449343750920596,4.332205263989544,487.1317,-1.2373025220284402,2.375657650303754
18.4,239.4,0.20990474152474406,4.330061321939012,487.2317,-1.2380628025341902,2.3705006366696693
18.5,239.5,0.205316045540282,4.32791737988848,487.3317,-1.2388025169672452,2.3653400270449536
18.6,239.6,0.20073745848411434,4.325750180449776,487.43170000000003,-1.2395422314003002,2.3601794174202384
18.7,239.7,0.19615887142794683,4.3235829810110715,487.5317,-1.240261363156195,2.3550152938304594
18.8,239.8,0.19158539777215397,4.321404176627747,487.6317,-1.24098049491209,2.3498511702406804
18.9,239.9,0.18701703751673607,4.319213767299804,487.7317,-1.2416790277135499,2.3446836147867103
19.0,240.0,0.182448677261318,4.31702335797186,487.8317,-1.24237756051501,2.33951605933274
19.1,240.1,0.17789066145679674,4.314809786851,487.93170000000003,-1.24305547841227,2.3343451541894646
19.2,240.2,0.17333264565227563,4.3125962157301405,488.0317,-1.24373339630953,2.3291742490461895
19.3,240.3,0.16877986078560858,4.31037108805914,488.1317,-1.2443906836806802,2.324000076461169
19.4,240.4,0.16423230685679588,4.308134403838,488.2317,-1.2450479710518303,2.318825903876149
19.5,240.5,0.159684752927983,4.30589771961686,488.3317,-1.2456846126031502,2.3136485461683334
19.6,240.6,0.15514777807133373,4.303637971583372,488.43170000000003,-1.2463212541544701,2.3084711884605182
19.7,240.7,0.15061080321468465,4.301378223549884,488.5317,-1.246937234920725,2.3032907280189394
19.8,240.8,0.14607917637665657,4.299106968551294,488.6317,-1.24755321568698,2.2981102675773606
19.9,240.9,0.14155289755724987,4.296824206587602,488.7317,-1.2481485210317649,2.2929267868598053
20.0,241.0,0.137026618737843,4.29454144462391,488.8317,-1.24874382637655,2.28774330614225
20.1,241.1,0.13251115268637134,4.292235719205294,488.93170000000003,-1.24931844199258,2.2825568876739495
20.2,241.2,0.12799568663489985,4.289929993786678,489.0317,-1.24989305760861,2.2773704692056493
20.3,241.3,0.12348568521404438,4.287612812174256,489.1317,-1.2504469695180251,2.2721811955779887
20.4,241.4,0.11898114842380526,4.285284174368027,489.2317,-1.2510008814274403,2.266991921950329
20.5,241.5,0.114476611633566,4.2829555365618,489.3317,-1.2515340759821252,2.2617998758195035
20.6,241.6,0.10998312035745833,4.280604038026204,489.43170000000003,-1.2520672705368103,2.256607829688678
20.7,241.7,0.10548962908135083,4.278252539490608,489.5317,-1.2525797344186702,2.251413093774384
20.8,241.8,0.1010017185670607,4.2758896367143455,489.6317,-1.25309219830053,2.2462183578600903
20.9,241.9,0.09651938881458823,4.2735153296974175,489.7317,-1.25358391852179,2.2410210149442253
21.0,242.0,0.0920370590621156,4.27114102268049,489.8317,-1.25407563874305,2.23582367202836
21.1,242.1,0.08756600659639634,4.268743960018925,489.93170000000003,-1.254546602646535,2.2306238049536797
21.2,242.2,0.08309495413067723,4.266346897357361,490.0317,-1.25501756655002,2.2254239378789995
21.3,242.3,0.07862959806520628,4.263938483585572,490.1317,-1.255467761809435,2.220221629547809
21.4,242.4,0.07416993839998381,4.261518718703556,490.2317,-1.25591795706885,2.215019321216619
21.5,242.5,0.0697102787347612,4.25909895382154,490.3317,-1.25634737168905,2.2098146545894433
21.6,242.6,0.0652621271314237,4.256656540729596,490.43170000000003,-1.2567767863092503,2.204609987962268
21.7,242.7,0.06081397552808635,4.254214127637652,490.5317,-1.257185408626525,2.1994030460565543
21.8,242.8,0.05637163545872005,4.251760417738564,490.6317,-1.2575940309438,2.1941961041508407
21.9,242.9,0.051935106923325106,4.249295411032332,490.7317,-1.25798184962612,2.1889869700395903
22.0,243.0,0.04749857838793,4.2468304043261,490.8317,-1.25836966830844,2.18377783592834
22.1,243.1,0.0430737876682345,4.244342859185168,490.93170000000003,-1.25873667235571,2.1785665927388247
22.2,243.2,0.038648996948539155,4.241855314044236,491.0317,-1.25910367640298,2.1733553495493094
22.3,243.3,0.03423013237993919,4.2393565275671,491.1317,-1.259449855147315,2.168142080461724
22.4,243.4,0.029817193962434922,4.23684649975376,491.2317,-1.25979603389165,2.1629288113741385
22.5,243.5,0.0254042555449305,4.23433647194042,491.3317,-1.2601213769976052,2.1577135996202736
22.6,243.6,0.02100328365188296,4.231804017798452,491.43170000000003,-1.26044672010356,2.1524983878664083
22.7,243.7,0.016602311758835572,4.229271563656484,491.5317,-1.2607512175683802,2.1472813167283245
22.8,243.8,0.012207380105561511,4.226727924812207,491.6317,-1.2610557150332,2.1420642455902406
22.9,243.9,0.007818488692061087,4.2241731012656185,491.7317,-1.26133935718704,2.1368453983989455
23.0,244.0,0.00342959727856051,4.22161827771903,491.8317,-1.26162299934088,2.13162655120765
23.1,244.1,-0.0009470999704289202,4.219041142270802,491.93170000000003,-1.261885776847065,2.1264060113417496
23.2,244.2,-0.0053237972194181945,4.216464006822574,492.0317,-1.26214855435325,2.1211854714758496
23.3,244.3,-0.0096943406802023,4.213875744463856,492.1317,-1.262390458208485,2.115963322360239
23.4,244.4,-0.014058730352780923,4.211276355194648,492.2317,-1.26263236206372,2.110741173244629
23.5,244.5,-0.0184231200253597,4.20867696592544,492.3317,-1.2628533835983,2.1055174983491485
23.6,244.6,-0.022775088985629802,4.206055381492328,492.43170000000003,-1.26307440513288,2.100293823453668
23.7,244.7,-0.02712705794589975,4.2034337970592155,492.5317,-1.26327453601093,2.0950687062917495
23.8,244.8,-0.03147276012153173,4.200801144660224,492.6317,-1.26347466688898,2.0898435891298304
23.9,244.9,-0.03581219551252544,4.198157424295352,492.7317,-1.26365389910864,2.0846171132572002
24.0,245.0,-0.0401516309035193,4.19551370393048,492.8317,-1.2638331313283,2.07939063738457
24.1,245.1,-0.044478420150120684,4.192847907439776,492.93170000000003,-1.263991457221955,2.0741628863978896
24.2,245.2,-0.04880520939672191,4.190182110949072,493.0317,-1.26414978311561,2.0689351354112095
24.3,245.3,-0.053125619425954375,4.187505306584624,493.1317,-1.26428719535007,2.063706192946729
24.4,245.4,-0.05743965023781776,4.184817494346432,493.2317,-1.26442460758453,2.0584772504822486
24.5,245.5,-0.0617536810496813,4.18212968210824,493.3317,-1.2645410991612351,2.0532472002144986
24.6,245.6,-0.06605484142414109,4.179419915071984,493.43170000000003,-1.26465759073794,2.048017149946748
24.7,245.7,-0.07035600179860071,4.1767101480357285,493.5317,-1.2647531549931401,2.0427860755871743
24.8,245.8,-0.07465067109831715,4.173989434360006,493.6317,-1.26484871924834,2.0375550012276005
24.9,245.9,-0.0789388493232901,4.171257774044818,493.7317,-1.26492334985328,2.0323229865232304
25.0,246.0,-0.0832270275482632,4.16852611372963,493.8317,-1.26499798045822,2.02709097181886
25.1,246.1,-0.08750211220514865,4.165772622222958,493.93170000000003,-1.26505167141933,2.0218581005509795
25.2,246.2,-0.09177719686203396,4.163019130716286,494.0317,-1.26510536238044,2.0166252292830995
25.3,246.3,-0.0960456791737602,4.160254754941066,494.1317,-1.265138108039495,2.011391585265879
25.4,246.4,-0.10030755914032702,4.157479494897298,494.2317,-1.26517085369855,2.0061579412486585
25.5,246.5,-0.104569439106894,4.15470423485353,494.3317,-1.2651826487328401,2.0009236083278386
25.6,246.6,-0.10881800356016925,4.151907269492566,494.43170000000003,-1.26519444376713,1.9956892754070181
25.7,246.7,-0.11306656801344436,4.149110304131602,494.5317,-1.265185283189625,1.9904543374585593
25.8,246.8,-0.11730841944965383,4.146302518004034,494.6317,-1.26517612261212,1.9852193995101006
25.9,246.9,-0.12154355786879734,4.143483911109862,494.7317,-1.2651460017716252,1.9799839404388204
26.0,247.0,-0.125778696287941,4.14066530421569,494.8317,-1.26511588093113,1.97474848136754
26.1,247.1,-0.13000029845711586,4.13782512013495,494.93170000000003,-1.265064795512435,1.9695125851058046
26.2,247.2,-0.13422190062629058,4.13498493605421,495.0317,-1.26501371009374,1.9642766888440693
26.3,247.3,-0.1384366797164968,4.132133995834098,495.1317,-1.2649416561177649,1.959040439350409
26.4,247.4,-0.14264463572773434,4.129272299474614,495.2317,-1.26486960214179,1.9538041898567489
26.5,247.5,-0.146852591738972,4.12641060311513,495.3317,-1.264776575965725,1.9485676711145385
26.6,247.6,-0.15104679199502927,4.123527459944458,495.43170000000003,-1.26468354978966,1.9433311523723282
26.7,247.7,-0.15524099225108637,4.120644316773786,495.5317,-1.2645695481071149,1.9380944483884395
26.8,247.8,-0.15942825998771923,4.117750483210418,495.6317,-1.26445554642457,1.9328577444045507
26.9,247.9,-0.16360859520492754,4.114845959254354,495.7317,-1.264320566265675,1.9276209392079755
27.0,248.0,-0.167788930422136,4.11194143529829,495.8317,-1.26418558610678,1.9223841340114
27.1,248.1,-0.17195529163324405,4.109015597139354,495.93170000000003,-1.264029624838335,1.9171473116519397
27.2,248.2,-0.17612165284435197,4.106089758980418,496.0317,-1.26387366356989,1.9119104892924794
27.3,248.3,-0.18028097272841104,4.103153297288928,496.1317,-1.26369671889547,1.906673733839374
27.4,248.4,-0.18443325128542093,4.100206212064884,496.2317,-1.26351977422105,1.9014369783862688
27.5,248.5,-0.188585529842431,4.09725912684084,496.3317,-1.26332184418113,1.8962003739268585
27.6,248.6,-0.19272361741942587,4.094290862243132,496.43170000000003,-1.26312391414121,1.8909637694674482
27.7,248.7,-0.19686170499642058,4.091322597645424,496.5317,-1.2629049971132649,1.8857274001058044
27.8,248.8,-0.20099264308290124,4.088343777482688,496.6317,-1.26268608008532,1.8804910307441607
27.9,248.9,-0.20511643167886753,4.085354401754924,496.7317,-1.26244617478392,1.8752549805997654
28.0,249.0,-0.209240220274834,4.08236502602716,496.8317,-1.26220626948252,1.87001893045537
28.1,249.1,-0.21334960221647525,4.079354607963536,496.93170000000003,-1.261945374959445,1.8647832836617346
28.2,249.2,-0.21745898415811638,4.076344189899912,497.0317,-1.26168448043637,1.8595476368680994
28.3,249.3,-0.2215611091012074,4.073323285339976,497.1317,-1.26140259608069,1.854312477571429
