time_s,time_rel_s,method1_time_s,method2_time_s,x_method1_spline_m,y_method1_spline_m,x_method2_aligned_spline_m,y_method2_aligned_spline_m,x_average_m,y_average_m,position_difference_m
271.3999986019776,1.0000000000002274,271.3999986019776,469.83170000000024,-0.9571041296805114,3.223393665004802,-0.9571041638088725,3.22339360143698,-0.9571041467446919,3.223393633220891,7.214993446038268e-08
271.4999986019776,1.1000000000002501,271.4999986019776,469.93170000000026,-0.9595406029132123,3.2188439592375846,-0.9595406391486395,3.2188438969410145,-0.9595406210309259,3.2188439280892993,7.206850098832332e-08
271.59999860197763,1.2000000000002728,271.59999860197763,470.0317000000003,-0.961968105204676,3.214289120885589,-0.9619681390822199,3.2142890571742373,-0.961968122143448,3.214289089029913,7.215832814876419e-08
271.69999860197765,1.3000000000002956,271.69999860197765,470.1317000000003,-0.9643866257815686,3.2097291676423314,-0.9643866589307644,3.2097291034967705,-0.9643866423561664,3.209729135569551,7.220472391349441e-08
271.7999986019777,1.4000000000003183,271.7999986019777,470.23170000000033,-0.9667961538868828,3.205164117211947,-0.9667961875111832,3.2051640533568944,-0.966796170699033,3.2051640852844208,7.216689926345675e-08
271.8999986019777,1.500000000000341,271.8999986019777,470.33170000000035,-0.9691966788054562,3.2005939873255347,-0.969196712464794,3.2005939234964846,-0.9691966956351251,3.2005939554110094,7.21602289924374e-08
271.9999986019777,1.6000000000003638,271.9999986019777,470.4317000000004,-0.9715881898639741,3.196018795741157,-0.9715882232347826,3.1960187317436417,-0.9715882065493784,3.1960187637423996,7.21754308579655e-08
272.09999860197775,1.7000000000003865,272.09999860197775,470.5317000000004,-0.973970676405545,3.191438560227353,-0.9739707096089064,3.1914384961347078,-0.9739706930072257,3.1914385281810302,7.218261843338012e-08
272.19999860197777,1.8000000000004093,272.19999860197777,470.6317000000004,-0.9763441278316964,3.1868532985898845,-0.9763441609513385,3.1868532344527716,-0.9763441443915175,3.186853266521328,7.218365428675269e-08
272.2999986019778,1.900000000000432,272.2999986019778,470.73170000000044,-0.9787085335603924,3.182263028644973,-0.9787085665635752,3.1822629644439684,-0.9787085500619839,3.1822629965444706,7.218711139498252e-08
272.3999986019778,2.0000000000004547,272.3999986019778,470.83170000000047,-0.9810638830517241,3.1776677682353913,-0.9810639159199916,3.1776677039598793,-0.9810638994858578,3.1776677360976353,7.219185866713066e-08
272.49999860197784,2.1000000000004775,272.49999860197784,470.9317000000005,-0.9834101658079093,3.173067535230463,-0.9834101985414867,3.1730674708807154,-0.983410182174698,3.1730675030555893,7.219679442675624e-08
272.59999860197786,2.2000000000005002,272.59999860197786,471.0317000000005,-0.9857473713476991,3.168462347509828,-0.9857474039621759,3.1684622830957663,-0.9857473876549374,3.168462315302797,7.22002453804767e-08
272.6999986019779,2.300000000000523,272.6999986019779,471.13170000000054,-0.98807548924865,3.163852222989769,-0.9880755217335173,3.1638521585052626,-0.9880755054910837,3.163852190747516,7.220469653220339e-08
272.7999986019779,2.4000000000005457,272.7999986019779,471.23170000000056,-0.9903945091048639,3.1592371795968686,-0.9903945414631212,3.159237115044114,-0.9903945252839925,3.159237147320491,7.22088287830556e-08
272.8999986019779,2.5000000000005684,272.8999986019779,471.3317000000006,-0.9927044205528456,3.154617235283841,-0.992704452783837,3.154617170662794,-0.9927044366683413,3.1546172029733173,7.22129939130652e-08
272.99999860197795,2.600000000000591,272.99999860197795,471.4317000000006,-0.9950052132715044,3.149992408029534,-0.9950052453733184,3.1499923433393513,-0.9950052293224114,3.149992375684443,7.221735372264534e-08
273.099998601978,2.700000000000614,273.099998601978,471.5317000000006,-0.9972968769563894,3.1453627158229485,-0.9972969089324204,3.1453626510660375,-0.9972968929444048,3.145362683444493,7.222135471242503e-08
273.199998601978,2.8000000000006366,273.199998601978,471.63170000000065,-0.9995794013622382,3.1407281766891497,-0.9995794332099962,3.1407281118643513,-0.9995794172861172,3.1407281442767507,7.222557842414375e-08
273.299998601978,2.9000000000006594,273.299998601978,471.73170000000067,-1.001852776260442,3.136088808663338,-1.0018528079787228,3.1360887437702405,-1.0018527921195823,3.1360887762167895,7.222993461076024e-08
273.39999860197804,3.000000000000682,273.39999860197804,471.8317000000007,-1.004116991465065,3.131444629806426,-1.0041170230585754,3.1314445648482185,-1.0041170072618202,3.131444597327322,7.223377737748572e-08
273.49999860197806,3.100000000000705,273.49999860197806,471.9317000000007,-1.0063720368328475,3.1267956582050407,-1.0063720682932626,3.126795593177065,-1.006372052563055,3.1267956256910527,7.22384618530059e-08
273.5999986019781,3.2000000000007276,273.5999986019781,472.03170000000074,-1.0086179022372759,3.1221419119557967,-1.0086179335741265,3.1221418468640656,-1.0086179179057013,3.122141879409931,7.224217376032888e-08
273.6999986019781,3.3000000000007503,273.6999986019781,472.13170000000076,-1.0108545776114017,3.117483409190787,-1.0108546088163428,3.1174833440307035,-1.0108545932138724,3.1174833766107453,7.224669429053904e-08
273.79999860197813,3.400000000000773,273.79999860197813,472.2317000000008,-1.0130820529050342,3.112820168052077,-1.0130820839827879,3.112820102826743,-1.013082068443911,3.11282013543941,7.225075067883304e-08
273.89999860197815,3.500000000000796,273.89999860197815,472.3317000000008,-1.0153003181109261,3.1081522067070186,-1.0153003490602197,3.108152141416046,-1.0153003335855728,3.1081521740615323,7.225489519330059e-08
273.9999986019782,3.6000000000008185,273.9999986019782,472.43170000000083,-1.0175093632647731,3.1034795433482567,-1.017509394083229,3.10347947799058,-1.017509378674001,3.1034795106694184,7.225927696982314e-08
274.0999986019782,3.7000000000008413,274.0999986019782,472.53170000000085,-1.0197091784191221,3.0988021961782573,-1.0197092091103495,3.0988021307563147,-1.0197091937647358,3.098802163467286,7.226328251520396e-08
274.1999986019782,3.800000000000864,274.1999986019782,472.6317000000009,-1.0218997536864531,3.0941201834343808,-1.0218997842480586,3.09412011794713,-1.021899768967256,3.094120150690755,7.226750125347555e-08
274.29999860197825,3.9000000000008868,274.29999860197825,472.7317000000009,-1.02408107919611,3.08943352336379,-1.024081109626836,3.0894334578108187,-1.024081094411473,3.0894334905873047,7.227185597852337e-08
274.39999860197827,4.0000000000009095,274.39999860197827,472.8317000000009,-1.0262531451206438,3.0847422342385133,-1.0262531754252298,3.0847421686228973,-1.0262531602729368,3.0847422014307053,7.227570130789923e-08
274.4999986019783,4.100000000000932,274.4999986019783,472.93170000000094,-1.0284159416758152,3.0800463343554445,-1.0284159718458494,3.0800462686726986,-1.0284159567608322,3.0800463015140718,7.228038514492275e-08
274.5999986019783,4.200000000000955,274.5999986019783,473.03170000000097,-1.0305694590943357,3.075345842021133,-1.0305694891394808,3.075345776277085,-1.0305694741169082,3.075345809149109,7.228409635345942e-08
274.69999860197834,4.300000000000978,274.69999860197834,473.131700000001,-1.032713687669213,3.0706407755764213,-1.0327137175810281,3.0706407097666366,-1.0327137026251205,3.0706407426715288,7.228861914536863e-08
274.79999860197836,4.4000000000010004,274.79999860197836,473.231700000001,-1.0348486177104188,3.065931153371792,-1.0348486474936918,3.0659310874992816,-1.0348486326020554,3.065931120435537,7.229267594491822e-08
274.8999986019784,4.500000000001023,274.8999986019784,473.33170000000104,-1.036974239571394,3.0612169937821676,-1.0369742692248478,3.0612169278465715,-1.0369742543981209,3.0612169608143693,7.229681985643449e-08
274.9999986019784,4.600000000001046,274.9999986019784,473.43170000000106,-1.03909054364905,3.0564983152069085,-1.0390905731702829,3.056498249207209,-1.0390905584096664,3.056498282207059,7.23011999723231e-08
275.0999986019784,4.700000000001069,275.0999986019784,473.5317000000011,-1.0411975203573511,3.0517751360548635,-1.0411975497500177,3.051775069993425,-1.0411975350536844,3.051775103024144,7.230520387584123e-08
275.19999860197845,4.800000000001091,275.19999860197845,473.6317000000011,-1.043295160170918,3.04704747476858,-1.0432951894326026,3.047047408644409,-1.0432951748017603,3.0470474417064946,7.230941972885499e-08
275.2999986019785,4.900000000001114,275.2999986019785,473.7317000000011,-1.045383453581436,3.042315349800074,-1.0453834827108768,3.042315283612782,-1.0453834681461562,3.042315316706428,7.231377433926243e-08
275.3999986019785,5.000000000001137,275.3999986019785,473.83170000000115,-1.0474623911243115,3.037578779625368,-1.0474624201263136,3.037578713377936,-1.0474624056253126,3.0375787465016524,7.23176214506844e-08
275.4999986019785,5.10000000000116,275.4999986019785,473.9317000000012,-1.0495319633786744,3.032837782744492,-1.0495319922447324,3.0328377164326015,-1.0495319778117034,3.0328377495885466,7.232230737973728e-08
275.59999860197854,5.200000000001182,275.59999860197854,474.0317000000012,-1.0515921609408074,3.0280923776667956,-1.0515921896807046,3.028092311296083,-1.051592175310756,3.0280923444814394,7.2326019953243e-08
275.69999860197856,5.300000000001205,275.69999860197856,474.1317000000012,-1.053642974468005,3.0233425829347285,-1.053643003073205,3.0233425165009296,-1.053642988770605,3.023342549717829,7.233054059947736e-08
275.7999986019786,5.400000000001228,275.7999986019786,474.23170000000124,-1.0556843946347267,3.0185884171000428,-1.0556844231100755,3.0185883506060707,-1.0556844088724011,3.0185883838530567,7.233459623616134e-08
275.8999986019786,5.5000000000012506,275.8999986019786,474.33170000000126,-1.0577164121594047,3.0138298987380607,-1.0577164405036161,3.0138298321835792,-1.0577164263315104,3.0138298654608198,7.233874014959763e-08
275.99999860197863,5.600000000001273,275.99999860197863,474.4317000000013,-1.059739017804445,3.009067046447681,-1.0597390460150964,3.009066979831718,-1.0597390319097708,3.0090670131396995,7.234312290798211e-08
276.09999860197865,5.700000000001296,276.09999860197865,474.5317000000013,-1.0617522023495027,3.004299878836949,-1.0617522304303,3.0042998121617943,-1.0617522163899014,3.0042998454993715,7.234713147157766e-08
276.1999986019787,5.800000000001319,276.1999986019787,474.63170000000133,-1.0637559566355896,2.9995284145464076,-1.0637559845840963,2.9995283478111174,-1.063755970609843,2.9995283811787625,7.235135090712907e-08
276.2999986019787,5.9000000000013415,276.2999986019787,474.73170000000135,-1.0657502715209786,2.99475267222573,-1.0657502993359242,2.994752605429946,-1.0657502854284515,2.994752638827838,7.235570444247191e-08
276.3999986019787,6.000000000001364,276.3999986019787,474.8317000000014,-1.0677351379081648,2.9899726705477248,-1.0677351655944172,2.989972603694335,-1.067735151751291,2.9899726371210296,7.235954890589936e-08
276.49999860197875,6.100000000001387,276.49999860197875,474.9317000000014,-1.0697105467438672,2.9851884282083407,-1.069710574292832,2.985188361293193,-1.0697105605183497,2.985188394750767,7.236423452565999e-08
276.59999860197877,6.20000000000141,276.59999860197877,475.0317000000014,-1.0716764889921504,2.980399963912501,-1.071676516413728,2.980399896941042,-1.0716765027029393,2.9803999304267714,7.236794351664355e-08
276.6999986019788,6.3000000000014325,276.6999986019788,475.13170000000144,-1.0736329556787734,2.9756072963970244,-1.073632982964342,2.9756072293651585,-1.0736329693215576,2.9756072628810912,7.237246227914961e-08
276.7999986019788,6.400000000001455,276.7999986019788,475.23170000000147,-1.0755799378468527,2.9708104444076873,-1.0755799650013187,2.970810377318229,-1.0755799514240856,2.970810410862958,7.23765186859089e-08
276.89999860197884,6.500000000001478,276.89999860197884,475.3317000000015,-1.0775174265839682,2.9660094267129615,-1.0775174536060352,2.9660093595655983,-1.0775174400950016,2.96600939313928,7.238066381698923e-08
276.99999860197886,6.600000000001501,276.99999860197886,475.4317000000015,-1.0794454130221662,2.9612042621040175,-1.0794454399093896,2.9612041948978263,-1.079445426465778,2.9612042285009217,7.238504627996164e-08
277.0999986019789,6.700000000001523,277.0999986019789,475.53170000000154,-1.0813638883109324,2.9563949693808307,-1.0813639150670662,2.9563949021180327,-1.0813639016889993,2.9563949357494317,7.238905088436235e-08
277.1999986019789,6.800000000001546,277.1999986019789,475.63170000000156,-1.0832728436617811,2.951581567374657,-1.0832728702843692,2.951581500054356,-1.0832728569730752,2.9515815337145064,7.239326702666304e-08
277.2999986019789,6.900000000001569,277.2999986019789,475.7317000000016,-1.085172270303678,2.9467640749255404,-1.0851722967914423,2.946764007547396,-1.0851722835475601,2.9467640412364684,7.239762431673321e-08
277.39999860197895,7.000000000001592,277.39999860197895,475.8317000000016,-1.087062159510292,2.941942510895781,-1.08706218586816,2.941942443462583,-1.087062172689226,2.941942477179182,7.2401473401045e-08
277.499998601979,7.100000000001614,277.499998601979,475.9317000000016,-1.0889425025999981,2.9371168941699377,-1.088942528819289,2.9371168266777135,-1.0889425157096437,2.9371168604238256,7.24061568736136e-08
277.599998601979,7.200000000001637,277.599998601979,476.03170000000165,-1.0908132909087032,2.9322872436412024,-1.090813316999431,2.9322871760952003,-1.090813303954067,2.9322872098682016,7.240986452281879e-08
277.699998601979,7.30000000000166,277.699998601979,476.1317000000017,-1.0926745158346718,2.927453578233429,-1.0926745417881283,2.927453510629721,-1.0926745288114001,2.9274535444315752,7.241438555049237e-08
277.79999860197904,7.400000000001683,277.79999860197904,476.2317000000017,-1.0945261687937118,2.922615916879083,-1.0945261946148614,2.9226158492203873,-1.0945261817042866,2.922615883049735,7.241844275746624e-08
277.89999860197906,7.500000000001705,277.89999860197906,476.3317000000017,-1.0963682412465667,2.9177742785324465,-1.096368266934105,2.9177742108184788,-1.096368254090336,2.9177742446754626,7.242258663929189e-08
277.9999986019791,7.600000000001728,277.9999986019791,476.43170000000174,-1.0982007246989165,2.912928682169619,-1.098200750250382,2.9129286143995046,-1.0982007374746492,2.912928648284562,7.242696874681125e-08
278.0999986019791,7.700000000001751,278.0999986019791,476.53170000000176,-1.1000236106740662,2.908079146775158,-1.1000236360932616,2.90807907895104,-1.100023623383664,2.908079112863099,7.243097763845498e-08
278.19999860197913,7.8000000000017735,278.19999860197913,476.6317000000018,-1.1018368907580016,2.903225691363663,-1.101836916042452,2.9032256234846945,-1.1018369034002267,2.903225657424179,7.243519734899855e-08
278.29999860197915,7.900000000001796,278.29999860197915,476.7317000000018,-1.1036405565543441,2.8983683349581733,-1.1036405817027597,2.8983682670240447,-1.1036405691285518,2.898368300991109,7.24395515373429e-08
278.3999986019792,8.000000000001819,278.3999986019792,476.83170000000183,-1.1054345997118789,2.893507096603097,-1.1054346247292426,2.8935070286165017,-1.1054346122205607,2.8935070626097996,7.244339618735428e-08
278.4999986019792,8.100000000001842,278.4999986019792,476.93170000000185,-1.107219011924557,2.8886419953642104,-1.1072190368021069,2.8886419273213453,-1.107219024363332,2.8886419613427776,7.24480778054129e-08
278.5999986019792,8.200000000001864,278.5999986019792,477.0317000000019,-1.108993784904043,2.8837730503155763,-1.1089938096519034,2.8837729822214886,-1.1089937972779733,2.8837730162685324,7.245178655965689e-08
278.69999860197925,8.300000000001887,278.69999860197925,477.1317000000019,-1.1107589104249997,2.8789002805606776,-1.1107589350343796,2.8789002124116148,-1.1107589227296897,2.878900246486146,7.245630644092988e-08
278.79999860197927,8.40000000000191,278.79999860197927,477.2317000000019,-1.1125143802798132,2.8740237052112643,-1.1125144047557338,2.874023637009846,-1.1125143925177734,2.874023671110555,7.246036259384669e-08
278.8999986019793,8.500000000001933,278.8999986019793,477.33170000000194,-1.1142601863062616,2.869143343400005,-1.1142602106474133,2.8691432751459702,-1.1142601984768374,2.869143309272988,7.246450817377078e-08
278.9999986019793,8.600000000001955,278.9999986019793,477.43170000000197,-1.1159963203875132,2.8642592142804904,-1.1159963445914145,2.864259145973013,-1.115996332489464,2.8642591801267514,7.246889205272607e-08
279.09999860197934,8.700000000001978,279.09999860197934,477.531700000002,-1.1177227744245368,2.8593713370144176,-1.1177227984950326,2.859371268655568,-1.1177227864597847,2.859371302834993,7.247289907381484e-08
279.19999860197936,8.800000000002001,279.19999860197936,477.631700000002,-1.1194395403816053,2.8544797307922813,-1.119439564316204,2.8544796623812627,-1.1194395523489047,2.854479696586772,7.247711698795501e-08
279.2999986019794,8.900000000002024,279.2999986019794,477.73170000000204,-1.1211466102408014,2.849584414812666,-1.1211466340382126,2.849584346349194,-1.121146622139507,2.84958438058093,7.248147216114572e-08
279.3999986019794,9.000000000002046,279.3999986019794,477.83170000000206,-1.1228439760298217,2.8446854082946245,-1.1228439996950847,2.8446853397812895,-1.1228439878624532,2.844685374037957,7.248532092996087e-08
279.4999986019794,9.100000000002069,279.4999986019794,477.9317000000021,-1.1245316298219785,2.8397827304776784,-1.1245316533462448,2.839782661910848,-1.1245316415841118,2.839782696194263,7.249000856354293e-08
279.59999860197945,9.200000000002092,279.59999860197945,478.0317000000021,-1.126209563708469,2.834876400609281,-1.126209587101965,2.834876331993807,-1.126209575405217,2.834876366301544,7.249371623822875e-08
279.6999986019795,9.300000000002115,279.6999986019795,478.1317000000021,-1.127877769844099,2.829966437965057,-1.127877793097961,2.8299663692973698,-1.12787778147103,2.8299664036312135,7.249823002218659e-08
279.7999986019795,9.400000000002137,279.7999986019795,478.23170000000215,-1.1295362404015696,2.825052861828545,-1.1295362635208757,2.8250527931111638,-1.1295362519612226,2.8250528274698543,7.250228119787876e-08
279.8999986019795,9.50000000000216,279.8999986019795,478.3317000000022,-1.1311849675994101,2.8201356915032973,-1.1311849905828426,2.82013562273598,-1.1311849790911264,2.8201356571196388,7.25064278554177e-08
279.99999860197954,9.600000000002183,279.99999860197954,478.4317000000022,-1.1328239437019771,2.8152149463128833,-1.132823966547036,2.8152148774948507,-1.1328239551245067,2.815214911903867,7.251081526520993e-08
280.09999860197956,9.700000000002206,280.09999860197956,478.5317000000022,-1.1344531609915967,2.8102906455886245,-1.1344531837021707,2.810290576721871,-1.1344531723468836,2.8102906111552475,7.251482559697888e-08
280.1999986019796,9.800000000002228,280.1999986019796,478.63170000000224,-1.1360726118145068,2.8053628086893796,-1.1360726343880858,2.8053627397731606,-1.1360726231012963,2.80536277423127,7.251904373353417e-08
280.2999986019796,9.900000000002251,280.2999986019796,478.73170000000226,-1.1376822885349231,2.800431454981743,-1.1376823109702079,2.8004313860158003,-1.1376822997525655,2.8004314204987715,7.252339800824409e-08
280.39999860197963,10.000000000002274,280.39999860197963,478.8317000000023,-1.1392821835630997,2.7954966038518703,-1.1392822058651861,2.7954965348386978,-1.139282194714143,2.795496569345284,7.252724341715563e-08
280.49999860197966,10.100000000002296,280.49999860197966,478.9317000000023,-1.1408722893553311,2.790558274705478,-1.1408723115153026,2.7905582056416223,-1.140872300435317,2.7905582401735503,7.253192726518359e-08
280.5999986019797,10.20000000000232,280.5999986019797,479.03170000000233,-1.1424525983859632,2.7856164869558597,-1.1424526204141467,2.785616417845965,-1.1424526094000549,2.7856164524009124,7.253563547087685e-08
280.6999986019797,10.300000000002342,280.6999986019797,479.13170000000235,-1.1440231031935426,2.7806712600432126,-1.14402312508099,2.7806711908838784,-1.1440231141372663,2.7806712254635455,7.254015349678106e-08
280.7999986019797,10.400000000002365,280.7999986019797,479.2317000000024,-1.145583796334679,2.7757226134152875,-1.145583818086517,2.7757225442089317,-1.1455838072105982,2.7757225788121094,7.254420809848585e-08
280.89999860197975,10.500000000002387,280.89999860197975,479.3317000000024,-1.1471346704122265,2.7707705665389386,-1.1471346920271386,2.7707704972853517,-1.1471346812196825,2.770770531912145,7.254835434398594e-08
280.99999860197977,10.60000000000241,280.99999860197977,479.4317000000024,-1.1486757180752847,2.7658151389001224,-1.1486757395507576,2.765815069598579,-1.1486757288130212,2.7658151042493504,7.255273865308068e-08
281.0999986019798,10.700000000002433,281.0999986019798,479.53170000000244,-1.1502069319910864,2.7608563499921908,-1.1502069533310486,2.7608562806446098,-1.1502069426610675,2.7608563153184003,7.255674317767023e-08
281.1999986019798,10.800000000002456,281.1999986019798,479.63170000000247,-1.1517283048913507,2.7558942193347646,-1.1517283260932771,2.7558941499404486,-1.151728315492314,2.7558941846376066,7.256095911453807e-08
281.29999860197984,10.900000000002478,281.29999860197984,479.7317000000025,-1.1532398295259398,2.7509287664548414,-1.1532398505885249,2.7509286970135554,-1.1532398400572323,2.7509287317341986,7.256531331296308e-08
281.39999860197986,11.000000000002501,281.39999860197986,479.8317000000025,-1.154741498691161,2.7459600108980626,-1.1547415196195476,2.745959941412196,-1.1547415091553543,2.745959976155129,7.256916049581699e-08
281.4999986019799,11.100000000002524,281.4999986019799,479.93170000000254,-1.1562333052297697,2.7409879722287096,-1.1562333260149618,2.740987902694987,-1.1562333156223659,2.740987937461848,7.257384384589774e-08
281.5999986019799,11.200000000002547,281.5999986019799,480.03170000000256,-1.1577152420027317,2.736012670018282,-1.1577152626551577,2.7360126004411427,-1.1577152523289447,2.736012635229712,7.257755157897264e-08
281.6999986019799,11.30000000000257,281.6999986019799,480.1317000000026,-1.1591873019357821,2.731034123863902,-1.1591873224464309,2.7310340542401246,-1.1591873121911065,2.731034089052013,7.25820714252027e-08
281.79999860197995,11.400000000002592,281.79999860197995,480.2317000000026,-1.160649477972876,2.726052353369889,-1.1606494983469282,2.7260522837017898,-1.160649488159902,2.7260523185358396,7.258612858258466e-08
281.89999860198,11.500000000002615,281.89999860198,480.3317000000026,-1.1621017631046127,2.721067378158744,-1.162101783340745,2.72106730844614,-1.1621017732226788,2.721067343302442,7.259027639157961e-08
281.99999860198,11.600000000002638,281.99999860198,480.43170000000265,-1.163544150368238,2.7160792178711515,-1.1635441704639184,2.7160791481133666,-1.163544160416078,2.7160791829922593,7.259466181813741e-08
282.09999860198,11.70000000000266,282.09999860198,480.5317000000027,-1.1649766328192845,2.71108789215483,-1.1649766527784784,2.7110878223537047,-1.1649766427988815,2.7110878572542676,7.259866745190253e-08
282.19999860198004,11.800000000002683,282.19999860198004,480.6317000000027,-1.1663992035783224,2.706093420682479,-1.166399223398488,2.7060933508373664,-1.1663992134884051,2.7060933857599228,7.260288385092535e-08
282.29999860198006,11.900000000002706,282.29999860198006,480.7317000000027,-1.167811855784218,2.701095823133812,-1.1678118754640465,2.7010957532445032,-1.1678118656241323,2.7010957881891575,7.26072386098034e-08
282.3999986019801,12.000000000002728,282.3999986019801,480.83170000000274,-1.1692145826226785,2.6960951192062597,-1.1692146021673682,2.6960950492750437,-1.1692145923950235,2.6960950842406515,7.261108630661163e-08
282.4999986019801,12.100000000002751,282.4999986019801,480.93170000000276,-1.170607377326252,2.6910913286149722,-1.1706073967267436,2.6910912586387523,-1.170607387026498,2.6910912936268625,7.261577261312174e-08
282.59999860198013,12.200000000002774,282.59999860198013,481.0317000000028,-1.171990233145849,2.686084471081953,-1.1719902524126584,2.6860844010649605,-1.1719902427792537,2.6860844360734566,7.261948228320369e-08
282.69999860198016,12.300000000002797,282.69999860198016,481.1317000000028,-1.1733631433976812,2.681074566353538,-1.1733631625217202,2.681074496292731,-1.1733631529597006,2.6810745313231346,7.262400110574138e-08
282.7999986019802,12.40000000000282,282.7999986019802,481.23170000000283,-1.174726101416331,2.6760616341828953,-1.1747261204028285,2.6760615640804875,-1.17472611090958,2.6760615991316916,7.262805709326855e-08
282.8999986019802,12.500000000002842,282.8999986019802,481.33170000000285,-1.1760791005834108,2.6710456943404464,-1.1760791194310443,2.671045624196284,-1.1760791100072274,2.671045659268365,7.263220233899261e-08
282.9999986019802,12.600000000002865,282.9999986019802,481.4317000000029,-1.1774221343275637,2.6660267666138657,-1.177422153033789,2.6660266964273243,-1.1774221436806762,2.6660267315205948,7.263658489870238e-08
283.09999860198025,12.700000000002888,283.09999860198025,481.5317000000029,-1.1787551960958673,2.661004870797499,-1.178755214664687,2.661004800570338,-1.178755205380277,2.6610048356839187,7.264058920287702e-08
283.19999860198027,12.80000000000291,283.19999860198027,481.6317000000029,-1.1800782794009597,2.6559800267093725,-1.180078297829818,2.6559799564409943,-1.1800782886153889,2.655979991575183,7.264480574726227e-08
283.2999986019803,12.900000000002933,283.2999986019803,481.73170000000295,-1.1813913777739218,2.6509522541741646,-1.1813913960615074,2.6509521838643844,-1.1813913869177146,2.6509522190192745,7.26491636852891e-08
283.3999986019803,13.000000000002956,283.3999986019803,481.83170000000297,-1.1826944847930492,2.6459215730333363,-1.1826945029446083,2.6459215026843412,-1.1826944938688286,2.6459215378588388,7.265301237572325e-08
283.49999860198034,13.100000000002979,283.49999860198034,481.931700000003,-1.1839875940838538,2.640888003145137,-1.1839876120902593,2.6408879327540125,-1.1839876030870564,2.640887967949575,7.265769776470182e-08
283.59999860198036,13.200000000003001,283.59999860198036,482.031700000003,-1.1852706992903528,2.635851564374301,-1.1852707171622083,2.635851493945068,-1.1852707082262806,2.6358515291596847,7.266140677865061e-08
283.6999986019804,13.300000000003024,283.6999986019804,482.13170000000304,-1.1865437941223778,2.6308122766085913,-1.1865438118505307,2.6308122061383883,-1.1865438029864541,2.63081224137349,7.266592680628781e-08
283.7999986019804,13.400000000003047,283.7999986019804,482.23170000000306,-1.1878068723082744,2.6257701597422387,-1.1878068898979985,2.6257700892331752,-1.1878068811031364,2.625770124487707,7.266998298500822e-08
283.8999986019804,13.50000000000307,283.8999986019804,482.3317000000031,-1.1890599276237823,2.6207252336857874,-1.18905994507375,2.620725163137739,-1.1890599363487662,2.620725198411763,7.26741253150807e-08
283.99999860198045,13.600000000003092,283.99999860198045,482.4317000000031,-1.1903029538920336,2.6156775183661014,-1.1903029711996886,2.6156774477784923,-1.1903029625458612,2.6156774830722966,7.267850770217967e-08
284.0999986019805,13.700000000003115,284.0999986019805,482.5317000000031,-1.1915359449547371,2.6106270337163457,-1.191535962124122,2.6106269630908514,-1.1915359535394296,2.610626998403599,7.268251664266501e-08
284.1999986019805,13.800000000003138,284.1999986019805,482.63170000000315,-1.1927588947196612,2.605573799692057,-1.192758911748208,2.605573729028132,-1.1927589032339347,2.6055737643600945,7.268673713783131e-08
284.2999986019805,13.90000000000316,284.2999986019805,482.7317000000032,-1.1939717971131598,2.6005178362550545,-1.1939718139995503,2.6005177655525484,-1.193971805556355,2.6005178009038015,7.269108988901802e-08
